transaction_id,account_id,customer_id,transaction_date,currency_code,amount_original,issue_reason
1032813,56,56,2025-03-01,SEK,3838.85,NO_FX_RATE_FOR_DATE_CURRENCY
1023632,59,59,2025-03-01,CHF,3894.65,NO_FX_RATE_FOR_DATE_CURRENCY
1038255,60,60,2025-03-01,DKK,612.23,NO_FX_RATE_FOR_DATE_CURRENCY
1044676,62,62,2025-03-01,AUD,1892.04,NO_FX_RATE_FOR_DATE_CURRENCY
1014474,72,72,2025-03-01,CHF,415.84,NO_FX_RATE_FOR_DATE_CURRENCY
1046699,87,87,2025-03-01,ISK,7634.95,NO_FX_RATE_FOR_DATE_CURRENCY
1020999,98,98,2025-03-01,TRY,4453.83,NO_FX_RATE_FOR_DATE_CURRENCY
1024468,102,102,2025-03-01,CHF,7026.2,NO_FX_RATE_FOR_DATE_CURRENCY
1008772,104,104,2025-03-01,NOK,3360.78,NO_FX_RATE_FOR_DATE_CURRENCY
1036315,106,106,2025-03-01,TRY,7957.71,NO_FX_RATE_FOR_DATE_CURRENCY
1049075,116,116,2025-03-01,RON,6348.66,NO_FX_RATE_FOR_DATE_CURRENCY
1007207,119,119,2025-03-01,DKK,5101.7,NO_FX_RATE_FOR_DATE_CURRENCY
1002393,122,122,2025-03-01,ISK,2162.36,NO_FX_RATE_FOR_DATE_CURRENCY
1004499,130,130,2025-03-01,CHF,2999.57,NO_FX_RATE_FOR_DATE_CURRENCY
1039925,134,134,2025-03-01,PLN,1267.41,NO_FX_RATE_FOR_DATE_CURRENCY
1025275,135,135,2025-03-01,ISK,4863.26,NO_FX_RATE_FOR_DATE_CURRENCY
1052789,147,147,2025-03-01,ISK,570.84,NO_FX_RATE_FOR_DATE_CURRENCY
1002257,148,148,2025-03-01,RON,631.78,NO_FX_RATE_FOR_DATE_CURRENCY
1045896,149,149,2025-03-01,ISK,7417.12,NO_FX_RATE_FOR_DATE_CURRENCY
1012063,161,161,2025-03-01,PLN,245.88,NO_FX_RATE_FOR_DATE_CURRENCY
1054608,161,161,2025-03-01,TRY,1719.58,NO_FX_RATE_FOR_DATE_CURRENCY
1031157,162,162,2025-03-01,AUD,2474.9,NO_FX_RATE_FOR_DATE_CURRENCY
1002055,172,172,2025-03-01,GBP,1717.79,NO_FX_RATE_FOR_DATE_CURRENCY
1002146,175,175,2025-03-01,PLN,2649.1,NO_FX_RATE_FOR_DATE_CURRENCY
1007519,178,178,2025-03-01,CZK,9667.73,NO_FX_RATE_FOR_DATE_CURRENCY
1007512,186,186,2025-03-01,NOK,5806.79,NO_FX_RATE_FOR_DATE_CURRENCY
1018246,191,191,2025-03-01,DKK,7322.92,NO_FX_RATE_FOR_DATE_CURRENCY
1049865,192,192,2025-03-01,HUF,885.41,NO_FX_RATE_FOR_DATE_CURRENCY
1052750,192,192,2025-03-01,PLN,3042.42,NO_FX_RATE_FOR_DATE_CURRENCY
1029475,196,196,2025-03-01,ISK,4681.56,NO_FX_RATE_FOR_DATE_CURRENCY
1037039,209,209,2025-03-01,GBP,1839.99,NO_FX_RATE_FOR_DATE_CURRENCY
1039804,219,219,2025-03-01,ISK,8714.92,NO_FX_RATE_FOR_DATE_CURRENCY
1034022,220,220,2025-03-01,BGN,9236.44,NO_FX_RATE_FOR_DATE_CURRENCY
1019598,239,239,2025-03-01,AUD,783.04,NO_FX_RATE_FOR_DATE_CURRENCY
1043349,244,244,2025-03-01,TRY,8895.4,NO_FX_RATE_FOR_DATE_CURRENCY
1045778,247,247,2025-03-01,JPY,8565.81,NO_FX_RATE_FOR_DATE_CURRENCY
1038715,249,249,2025-03-01,NOK,9850.77,NO_FX_RATE_FOR_DATE_CURRENCY
1034119,253,253,2025-03-01,BGN,4378.8,NO_FX_RATE_FOR_DATE_CURRENCY
1046246,257,257,2025-03-01,CHF,4947.4,NO_FX_RATE_FOR_DATE_CURRENCY
1048655,266,266,2025-03-01,RON,2318.85,NO_FX_RATE_FOR_DATE_CURRENCY
1048683,266,266,2025-03-01,GBP,8218.85,NO_FX_RATE_FOR_DATE_CURRENCY
1049205,269,269,2025-03-01,CZK,4242.89,NO_FX_RATE_FOR_DATE_CURRENCY
1028369,272,272,2025-03-01,ISK,4590.95,NO_FX_RATE_FOR_DATE_CURRENCY
1043749,287,287,2025-03-01,PLN,9027.01,NO_FX_RATE_FOR_DATE_CURRENCY
1044834,291,291,2025-03-01,JPY,2193.82,NO_FX_RATE_FOR_DATE_CURRENCY
1029763,294,294,2025-03-01,HUF,7216.69,NO_FX_RATE_FOR_DATE_CURRENCY
1005386,298,298,2025-03-01,CZK,7205.84,NO_FX_RATE_FOR_DATE_CURRENCY
1029317,305,305,2025-03-01,CHF,6907.3,NO_FX_RATE_FOR_DATE_CURRENCY
1015509,315,315,2025-03-01,AUD,6284.92,NO_FX_RATE_FOR_DATE_CURRENCY
1031896,320,320,2025-03-01,BGN,4840.46,NO_FX_RATE_FOR_DATE_CURRENCY
1015232,324,324,2025-03-01,RON,4811.13,NO_FX_RATE_FOR_DATE_CURRENCY
1016923,334,334,2025-03-01,PLN,9881.36,NO_FX_RATE_FOR_DATE_CURRENCY
1011467,346,346,2025-03-01,CHF,9359.23,NO_FX_RATE_FOR_DATE_CURRENCY
1014511,346,346,2025-03-01,NOK,7927.4,NO_FX_RATE_FOR_DATE_CURRENCY
1043517,347,347,2025-03-01,GBP,5642.31,NO_FX_RATE_FOR_DATE_CURRENCY
1052549,354,354,2025-03-01,JPY,2177.32,NO_FX_RATE_FOR_DATE_CURRENCY
1052751,358,358,2025-03-01,DKK,6552.5,NO_FX_RATE_FOR_DATE_CURRENCY
1005436,367,367,2025-03-01,HUF,4700.06,NO_FX_RATE_FOR_DATE_CURRENCY
1030901,376,376,2025-03-01,CZK,9388.64,NO_FX_RATE_FOR_DATE_CURRENCY
1050589,377,377,2025-03-01,TRY,2848.85,NO_FX_RATE_FOR_DATE_CURRENCY
1046156,379,379,2025-03-01,SEK,5315.89,NO_FX_RATE_FOR_DATE_CURRENCY
1014299,387,387,2025-03-01,HUF,5212.01,NO_FX_RATE_FOR_DATE_CURRENCY
1003188,399,399,2025-03-01,TRY,1409.87,NO_FX_RATE_FOR_DATE_CURRENCY
1041745,413,413,2025-03-01,DKK,3643.18,NO_FX_RATE_FOR_DATE_CURRENCY
1036684,420,420,2025-03-01,JPY,2992.21,NO_FX_RATE_FOR_DATE_CURRENCY
1029093,426,426,2025-03-01,JPY,3632.94,NO_FX_RATE_FOR_DATE_CURRENCY
1044010,429,429,2025-03-01,SEK,3975.67,NO_FX_RATE_FOR_DATE_CURRENCY
1033478,430,430,2025-03-01,BGN,9001.43,NO_FX_RATE_FOR_DATE_CURRENCY
1049871,432,432,2025-03-01,DKK,7500.44,NO_FX_RATE_FOR_DATE_CURRENCY
1002455,440,440,2025-03-01,CZK,7346.0,NO_FX_RATE_FOR_DATE_CURRENCY
1014017,440,440,2025-03-01,HUF,3887.28,NO_FX_RATE_FOR_DATE_CURRENCY
1047090,446,446,2025-03-01,HUF,1481.35,NO_FX_RATE_FOR_DATE_CURRENCY
1024469,464,464,2025-03-01,TRY,3505.52,NO_FX_RATE_FOR_DATE_CURRENCY
1032025,467,467,2025-03-01,NOK,5450.5,NO_FX_RATE_FOR_DATE_CURRENCY
1013667,468,468,2025-03-01,SEK,5417.76,NO_FX_RATE_FOR_DATE_CURRENCY
1028302,471,471,2025-03-01,HUF,3941.71,NO_FX_RATE_FOR_DATE_CURRENCY
1021150,498,498,2025-03-01,GBP,61.99,NO_FX_RATE_FOR_DATE_CURRENCY
1049819,505,505,2025-03-01,BGN,779.49,NO_FX_RATE_FOR_DATE_CURRENCY
1010183,513,513,2025-03-01,NOK,2442.5,NO_FX_RATE_FOR_DATE_CURRENCY
1053077,521,521,2025-03-01,CZK,3173.85,NO_FX_RATE_FOR_DATE_CURRENCY
1036148,533,533,2025-03-01,CHF,9593.11,NO_FX_RATE_FOR_DATE_CURRENCY
1047612,537,537,2025-03-01,CHF,7364.83,NO_FX_RATE_FOR_DATE_CURRENCY
1036020,541,541,2025-03-01,PLN,6592.22,NO_FX_RATE_FOR_DATE_CURRENCY
1008249,557,557,2025-03-01,CZK,9921.21,NO_FX_RATE_FOR_DATE_CURRENCY
1033881,572,572,2025-03-01,AUD,7734.32,NO_FX_RATE_FOR_DATE_CURRENCY
1026632,573,573,2025-03-01,TRY,3847.2,NO_FX_RATE_FOR_DATE_CURRENCY
1000982,579,579,2025-03-01,CZK,1067.7,NO_FX_RATE_FOR_DATE_CURRENCY
1011474,582,582,2025-03-01,RON,3576.59,NO_FX_RATE_FOR_DATE_CURRENCY
1055846,584,584,2025-03-01,HUF,4051.79,NO_FX_RATE_FOR_DATE_CURRENCY
1042295,589,589,2025-03-01,RON,1535.56,NO_FX_RATE_FOR_DATE_CURRENCY
1016881,590,590,2025-03-01,TRY,801.63,NO_FX_RATE_FOR_DATE_CURRENCY
1000496,593,593,2025-03-01,CZK,8883.42,NO_FX_RATE_FOR_DATE_CURRENCY
1041667,593,593,2025-03-01,AUD,8930.43,NO_FX_RATE_FOR_DATE_CURRENCY
1007791,599,599,2025-03-01,ISK,3396.44,NO_FX_RATE_FOR_DATE_CURRENCY
1009877,603,603,2025-03-01,SEK,9920.57,NO_FX_RATE_FOR_DATE_CURRENCY
1018832,608,608,2025-03-01,ISK,2868.66,NO_FX_RATE_FOR_DATE_CURRENCY
1023338,612,612,2025-03-01,PLN,4135.75,NO_FX_RATE_FOR_DATE_CURRENCY
1050682,629,629,2025-03-01,HUF,56.07,NO_FX_RATE_FOR_DATE_CURRENCY
1002723,633,633,2025-03-01,CHF,8784.71,NO_FX_RATE_FOR_DATE_CURRENCY
1035919,634,634,2025-03-01,NOK,3138.83,NO_FX_RATE_FOR_DATE_CURRENCY
1023037,639,639,2025-03-01,AUD,1063.41,NO_FX_RATE_FOR_DATE_CURRENCY
1022493,645,645,2025-03-01,RON,103.24,NO_FX_RATE_FOR_DATE_CURRENCY
1033626,652,652,2025-03-01,SEK,7269.75,NO_FX_RATE_FOR_DATE_CURRENCY
1049542,657,657,2025-03-01,BGN,5181.38,NO_FX_RATE_FOR_DATE_CURRENCY
1004784,671,671,2025-03-01,HUF,5939.07,NO_FX_RATE_FOR_DATE_CURRENCY
1036024,671,671,2025-03-01,BGN,9600.92,NO_FX_RATE_FOR_DATE_CURRENCY
1001911,673,673,2025-03-01,CZK,7379.7,NO_FX_RATE_FOR_DATE_CURRENCY
1022053,676,676,2025-03-01,PLN,4561.93,NO_FX_RATE_FOR_DATE_CURRENCY
1048959,678,678,2025-03-01,CZK,9517.44,NO_FX_RATE_FOR_DATE_CURRENCY
1013686,697,697,2025-03-01,JPY,9945.23,NO_FX_RATE_FOR_DATE_CURRENCY
1047758,700,700,2025-03-01,SEK,1361.49,NO_FX_RATE_FOR_DATE_CURRENCY
1045335,705,705,2025-03-01,GBP,4583.26,NO_FX_RATE_FOR_DATE_CURRENCY
1015374,722,722,2025-03-01,JPY,6108.45,NO_FX_RATE_FOR_DATE_CURRENCY
1012259,726,726,2025-03-01,SEK,266.07,NO_FX_RATE_FOR_DATE_CURRENCY
1053349,736,736,2025-03-01,GBP,8843.74,NO_FX_RATE_FOR_DATE_CURRENCY
1051953,738,738,2025-03-01,RON,8217.5,NO_FX_RATE_FOR_DATE_CURRENCY
1019799,756,756,2025-03-01,GBP,3221.72,NO_FX_RATE_FOR_DATE_CURRENCY
1035140,761,761,2025-03-01,SEK,5080.98,NO_FX_RATE_FOR_DATE_CURRENCY
1051525,778,778,2025-03-01,CZK,9905.29,NO_FX_RATE_FOR_DATE_CURRENCY
1035231,779,779,2025-03-01,RON,6159.21,NO_FX_RATE_FOR_DATE_CURRENCY
1014817,784,784,2025-03-01,HUF,1199.65,NO_FX_RATE_FOR_DATE_CURRENCY
1041863,792,792,2025-03-01,RON,5772.87,NO_FX_RATE_FOR_DATE_CURRENCY
1040110,795,795,2025-03-01,PLN,2575.65,NO_FX_RATE_FOR_DATE_CURRENCY
1010286,797,797,2025-03-01,NOK,8163.2,NO_FX_RATE_FOR_DATE_CURRENCY
1038975,800,800,2025-03-01,BGN,2500.11,NO_FX_RATE_FOR_DATE_CURRENCY
1019272,803,803,2025-03-01,RON,9464.5,NO_FX_RATE_FOR_DATE_CURRENCY
1031892,805,805,2025-03-01,RON,9707.52,NO_FX_RATE_FOR_DATE_CURRENCY
1022510,807,807,2025-03-01,HUF,1835.75,NO_FX_RATE_FOR_DATE_CURRENCY
1029294,809,809,2025-03-01,JPY,1209.95,NO_FX_RATE_FOR_DATE_CURRENCY
1014952,813,813,2025-03-01,CHF,3410.47,NO_FX_RATE_FOR_DATE_CURRENCY
1038328,824,824,2025-03-01,JPY,2331.43,NO_FX_RATE_FOR_DATE_CURRENCY
1044757,828,828,2025-03-01,BGN,2895.84,NO_FX_RATE_FOR_DATE_CURRENCY
1029720,831,831,2025-03-01,BGN,2840.27,NO_FX_RATE_FOR_DATE_CURRENCY
1052083,835,835,2025-03-01,NOK,8321.68,NO_FX_RATE_FOR_DATE_CURRENCY
1017539,856,856,2025-03-01,CHF,8064.07,NO_FX_RATE_FOR_DATE_CURRENCY
1045921,866,866,2025-03-01,BGN,8052.21,NO_FX_RATE_FOR_DATE_CURRENCY
1009985,867,867,2025-03-01,HUF,3231.73,NO_FX_RATE_FOR_DATE_CURRENCY
1023707,870,870,2025-03-01,HUF,2299.61,NO_FX_RATE_FOR_DATE_CURRENCY
1025527,894,894,2025-03-01,HUF,4316.2,NO_FX_RATE_FOR_DATE_CURRENCY
1024252,912,912,2025-03-01,BGN,1486.88,NO_FX_RATE_FOR_DATE_CURRENCY
1049121,913,913,2025-03-01,CZK,2791.67,NO_FX_RATE_FOR_DATE_CURRENCY
1008259,930,930,2025-03-01,SEK,4526.09,NO_FX_RATE_FOR_DATE_CURRENCY
1000709,937,937,2025-03-01,CHF,8758.14,NO_FX_RATE_FOR_DATE_CURRENCY
1009911,943,943,2025-03-01,JPY,6535.13,NO_FX_RATE_FOR_DATE_CURRENCY
1049148,945,945,2025-03-01,BGN,2377.54,NO_FX_RATE_FOR_DATE_CURRENCY
1013623,949,949,2025-03-01,TRY,8234.32,NO_FX_RATE_FOR_DATE_CURRENCY
1029274,952,952,2025-03-01,JPY,3736.47,NO_FX_RATE_FOR_DATE_CURRENCY
1043556,957,957,2025-03-01,BGN,1035.57,NO_FX_RATE_FOR_DATE_CURRENCY
1034865,979,979,2025-03-01,NOK,4205.96,NO_FX_RATE_FOR_DATE_CURRENCY
1047761,988,988,2025-03-01,TRY,4550.42,NO_FX_RATE_FOR_DATE_CURRENCY
1007843,998,998,2025-03-01,TRY,2436.62,NO_FX_RATE_FOR_DATE_CURRENCY
1041805,1000,1000,2025-03-01,PLN,5108.76,NO_FX_RATE_FOR_DATE_CURRENCY
1007765,1001,1001,2025-03-01,RON,1058.1,NO_FX_RATE_FOR_DATE_CURRENCY
1001650,1003,1003,2025-03-01,CZK,1531.93,NO_FX_RATE_FOR_DATE_CURRENCY
1044435,1004,1004,2025-03-01,PLN,8508.64,NO_FX_RATE_FOR_DATE_CURRENCY
1001648,1006,1006,2025-03-01,CHF,4550.2,NO_FX_RATE_FOR_DATE_CURRENCY
1022670,1006,1006,2025-03-01,CZK,3122.63,NO_FX_RATE_FOR_DATE_CURRENCY
1001182,1008,1008,2025-03-01,CZK,2965.65,NO_FX_RATE_FOR_DATE_CURRENCY
1023840,1012,1012,2025-03-01,CHF,918.76,NO_FX_RATE_FOR_DATE_CURRENCY
1022682,1022,1022,2025-03-01,AUD,7434.72,NO_FX_RATE_FOR_DATE_CURRENCY
1046657,1024,1024,2025-03-01,HUF,8133.69,NO_FX_RATE_FOR_DATE_CURRENCY
1000450,1040,1040,2025-03-01,JPY,6976.23,NO_FX_RATE_FOR_DATE_CURRENCY
1031672,1049,1049,2025-03-01,PLN,5790.99,NO_FX_RATE_FOR_DATE_CURRENCY
1049380,1058,1058,2025-03-01,DKK,7406.49,NO_FX_RATE_FOR_DATE_CURRENCY
1008098,1064,1064,2025-03-01,AUD,8282.62,NO_FX_RATE_FOR_DATE_CURRENCY
1031209,1065,1065,2025-03-01,SEK,3661.22,NO_FX_RATE_FOR_DATE_CURRENCY
1042210,1082,1082,2025-03-01,PLN,4072.93,NO_FX_RATE_FOR_DATE_CURRENCY
1003745,1087,1087,2025-03-01,ISK,2767.63,NO_FX_RATE_FOR_DATE_CURRENCY
1018910,1087,1087,2025-03-01,CZK,2291.63,NO_FX_RATE_FOR_DATE_CURRENCY
1012076,1088,1088,2025-03-01,JPY,9235.88,NO_FX_RATE_FOR_DATE_CURRENCY
1019039,1088,1088,2025-03-01,ISK,5417.85,NO_FX_RATE_FOR_DATE_CURRENCY
1017542,1094,1094,2025-03-01,DKK,7258.39,NO_FX_RATE_FOR_DATE_CURRENCY
1050845,1094,1094,2025-03-01,CHF,9739.74,NO_FX_RATE_FOR_DATE_CURRENCY
1025167,1095,1095,2025-03-01,SEK,4561.87,NO_FX_RATE_FOR_DATE_CURRENCY
1014770,1101,1101,2025-03-01,TRY,5849.06,NO_FX_RATE_FOR_DATE_CURRENCY
1045057,1104,1104,2025-03-01,CHF,4128.25,NO_FX_RATE_FOR_DATE_CURRENCY
1003408,1110,1110,2025-03-01,HUF,2883.79,NO_FX_RATE_FOR_DATE_CURRENCY
1055122,1110,1110,2025-03-01,RON,6299.31,NO_FX_RATE_FOR_DATE_CURRENCY
1007728,1112,1112,2025-03-01,CHF,3814.12,NO_FX_RATE_FOR_DATE_CURRENCY
1037596,1119,1119,2025-03-01,JPY,387.19,NO_FX_RATE_FOR_DATE_CURRENCY
1052592,1123,1123,2025-03-01,GBP,8766.19,NO_FX_RATE_FOR_DATE_CURRENCY
1004085,1131,1131,2025-03-01,DKK,7412.3,NO_FX_RATE_FOR_DATE_CURRENCY
1050750,1145,1145,2025-03-01,ISK,9118.01,NO_FX_RATE_FOR_DATE_CURRENCY
1009184,1150,1150,2025-03-01,GBP,5004.0,NO_FX_RATE_FOR_DATE_CURRENCY
1009276,1157,1157,2025-03-01,NOK,7635.16,NO_FX_RATE_FOR_DATE_CURRENCY
1037753,1175,1175,2025-03-01,DKK,7719.66,NO_FX_RATE_FOR_DATE_CURRENCY
1004248,1176,1176,2025-03-01,CZK,1588.01,NO_FX_RATE_FOR_DATE_CURRENCY
1015675,1181,1181,2025-03-01,HUF,5425.26,NO_FX_RATE_FOR_DATE_CURRENCY
1030054,1184,1184,2025-03-01,CHF,4017.41,NO_FX_RATE_FOR_DATE_CURRENCY
1006516,1201,1201,2025-03-01,NOK,6519.25,NO_FX_RATE_FOR_DATE_CURRENCY
1049140,1213,1213,2025-03-01,DKK,9148.76,NO_FX_RATE_FOR_DATE_CURRENCY
1022839,1215,1215,2025-03-01,NOK,8991.32,NO_FX_RATE_FOR_DATE_CURRENCY
1039604,1223,1223,2025-03-01,ISK,8022.37,NO_FX_RATE_FOR_DATE_CURRENCY
1034800,1227,1227,2025-03-01,RON,4712.03,NO_FX_RATE_FOR_DATE_CURRENCY
1039994,1230,1230,2025-03-01,NOK,8567.93,NO_FX_RATE_FOR_DATE_CURRENCY
1027091,1240,1240,2025-03-01,AUD,7337.76,NO_FX_RATE_FOR_DATE_CURRENCY
1021280,1258,1258,2025-03-01,HUF,8027.96,NO_FX_RATE_FOR_DATE_CURRENCY
1003601,1263,1263,2025-03-01,AUD,8627.88,NO_FX_RATE_FOR_DATE_CURRENCY
1038934,1285,1285,2025-03-01,DKK,1953.39,NO_FX_RATE_FOR_DATE_CURRENCY
1007535,1289,1289,2025-03-01,AUD,345.15,NO_FX_RATE_FOR_DATE_CURRENCY
1048928,1294,1294,2025-03-01,DKK,7470.83,NO_FX_RATE_FOR_DATE_CURRENCY
1041232,1295,1295,2025-03-01,HUF,2445.65,NO_FX_RATE_FOR_DATE_CURRENCY
1025424,1305,1305,2025-03-01,SEK,4766.92,NO_FX_RATE_FOR_DATE_CURRENCY
1031103,1312,1312,2025-03-01,NOK,9264.9,NO_FX_RATE_FOR_DATE_CURRENCY
1019810,1317,1317,2025-03-01,GBP,9869.76,NO_FX_RATE_FOR_DATE_CURRENCY
1053830,1317,1317,2025-03-01,CZK,6759.8,NO_FX_RATE_FOR_DATE_CURRENCY
1043965,1326,1326,2025-03-01,GBP,3776.38,NO_FX_RATE_FOR_DATE_CURRENCY
1041718,1332,1332,2025-03-01,BGN,9424.23,NO_FX_RATE_FOR_DATE_CURRENCY
1051556,1339,1339,2025-03-01,JPY,4532.39,NO_FX_RATE_FOR_DATE_CURRENCY
1053732,1361,1361,2025-03-01,GBP,9443.21,NO_FX_RATE_FOR_DATE_CURRENCY
1008559,1364,1364,2025-03-01,CZK,8330.53,NO_FX_RATE_FOR_DATE_CURRENCY
1052335,1364,1364,2025-03-01,DKK,9595.46,NO_FX_RATE_FOR_DATE_CURRENCY
1019324,1372,1372,2025-03-01,NOK,6894.32,NO_FX_RATE_FOR_DATE_CURRENCY
1053899,1377,1377,2025-03-01,SEK,6544.12,NO_FX_RATE_FOR_DATE_CURRENCY
1045094,1382,1382,2025-03-01,ISK,4576.15,NO_FX_RATE_FOR_DATE_CURRENCY
1003312,1390,1390,2025-03-01,HUF,4827.04,NO_FX_RATE_FOR_DATE_CURRENCY
1049013,1397,1397,2025-03-01,SEK,2955.86,NO_FX_RATE_FOR_DATE_CURRENCY
1036690,1398,1398,2025-03-01,DKK,8579.23,NO_FX_RATE_FOR_DATE_CURRENCY
1044180,1398,1398,2025-03-01,CZK,4052.72,NO_FX_RATE_FOR_DATE_CURRENCY
1001537,1406,1406,2025-03-01,TRY,7918.69,NO_FX_RATE_FOR_DATE_CURRENCY
1054482,1406,1406,2025-03-01,CZK,4543.88,NO_FX_RATE_FOR_DATE_CURRENCY
1029360,1416,1416,2025-03-01,JPY,2592.57,NO_FX_RATE_FOR_DATE_CURRENCY
1037791,1416,1416,2025-03-01,TRY,4253.6,NO_FX_RATE_FOR_DATE_CURRENCY
1022408,1423,1423,2025-03-01,DKK,2596.19,NO_FX_RATE_FOR_DATE_CURRENCY
1018438,1425,1425,2025-03-01,SEK,4663.74,NO_FX_RATE_FOR_DATE_CURRENCY
1025485,1437,1437,2025-03-01,NOK,5695.21,NO_FX_RATE_FOR_DATE_CURRENCY
1054778,1439,1439,2025-03-01,ISK,9162.09,NO_FX_RATE_FOR_DATE_CURRENCY
1052603,1442,1442,2025-03-01,GBP,3322.56,NO_FX_RATE_FOR_DATE_CURRENCY
1017515,1446,1446,2025-03-01,JPY,3635.93,NO_FX_RATE_FOR_DATE_CURRENCY
1038625,1450,1450,2025-03-01,CZK,432.06,NO_FX_RATE_FOR_DATE_CURRENCY
1007279,1459,1459,2025-03-01,NOK,9067.26,NO_FX_RATE_FOR_DATE_CURRENCY
1054955,1464,1464,2025-03-01,HUF,6579.08,NO_FX_RATE_FOR_DATE_CURRENCY
1054333,1470,1470,2025-03-01,DKK,6468.54,NO_FX_RATE_FOR_DATE_CURRENCY
1030544,1472,1472,2025-03-01,TRY,8777.18,NO_FX_RATE_FOR_DATE_CURRENCY
1049719,1483,1483,2025-03-01,CHF,2713.91,NO_FX_RATE_FOR_DATE_CURRENCY
1003903,1494,1494,2025-03-01,TRY,1031.0,NO_FX_RATE_FOR_DATE_CURRENCY
1003672,1496,1496,2025-03-01,CZK,1530.35,NO_FX_RATE_FOR_DATE_CURRENCY
1016471,1501,1501,2025-03-01,CHF,7079.94,NO_FX_RATE_FOR_DATE_CURRENCY
1035463,1513,1513,2025-03-01,PLN,1678.48,NO_FX_RATE_FOR_DATE_CURRENCY
1009565,1532,1532,2025-03-01,BGN,6971.71,NO_FX_RATE_FOR_DATE_CURRENCY
1030048,1543,1543,2025-03-01,NOK,9744.68,NO_FX_RATE_FOR_DATE_CURRENCY
1000311,1547,1547,2025-03-01,CHF,7673.45,NO_FX_RATE_FOR_DATE_CURRENCY
1025320,1553,1553,2025-03-01,HUF,9368.92,NO_FX_RATE_FOR_DATE_CURRENCY
1031855,1557,1557,2025-03-01,PLN,6681.26,NO_FX_RATE_FOR_DATE_CURRENCY
1035726,1563,1563,2025-03-01,CHF,8739.35,NO_FX_RATE_FOR_DATE_CURRENCY
1019356,1570,1570,2025-03-01,BGN,1191.73,NO_FX_RATE_FOR_DATE_CURRENCY
1026768,1575,1575,2025-03-01,NOK,8655.29,NO_FX_RATE_FOR_DATE_CURRENCY
1030877,1575,1575,2025-03-01,JPY,2220.74,NO_FX_RATE_FOR_DATE_CURRENCY
1028581,1578,1578,2025-03-01,DKK,9075.14,NO_FX_RATE_FOR_DATE_CURRENCY
1011346,1583,1583,2025-03-01,PLN,9715.27,NO_FX_RATE_FOR_DATE_CURRENCY
1036096,1583,1583,2025-03-01,TRY,4001.88,NO_FX_RATE_FOR_DATE_CURRENCY
1011402,1592,1592,2025-03-01,HUF,2014.18,NO_FX_RATE_FOR_DATE_CURRENCY
1042105,1593,1593,2025-03-01,RON,8460.62,NO_FX_RATE_FOR_DATE_CURRENCY
1048822,1593,1593,2025-03-01,RON,2076.16,NO_FX_RATE_FOR_DATE_CURRENCY
1027971,1595,1595,2025-03-01,PLN,2047.98,NO_FX_RATE_FOR_DATE_CURRENCY
1048343,1612,1612,2025-03-01,PLN,9013.58,NO_FX_RATE_FOR_DATE_CURRENCY
1017885,1622,1622,2025-03-01,SEK,1706.78,NO_FX_RATE_FOR_DATE_CURRENCY
1047511,1624,1624,2025-03-01,CHF,2387.32,NO_FX_RATE_FOR_DATE_CURRENCY
1032779,1631,1631,2025-03-01,DKK,4053.38,NO_FX_RATE_FOR_DATE_CURRENCY
1044997,1634,1634,2025-03-01,RON,2362.81,NO_FX_RATE_FOR_DATE_CURRENCY
1020057,1635,1635,2025-03-01,ISK,640.59,NO_FX_RATE_FOR_DATE_CURRENCY
1003150,1639,1639,2025-03-01,NOK,3513.81,NO_FX_RATE_FOR_DATE_CURRENCY
1041979,1642,1642,2025-03-01,PLN,4858.41,NO_FX_RATE_FOR_DATE_CURRENCY
1047960,1645,1645,2025-03-01,CHF,9063.45,NO_FX_RATE_FOR_DATE_CURRENCY
1008465,1649,1649,2025-03-01,NOK,2585.94,NO_FX_RATE_FOR_DATE_CURRENCY
1043883,1669,1669,2025-03-01,PLN,8695.38,NO_FX_RATE_FOR_DATE_CURRENCY
1055148,1691,1691,2025-03-01,SEK,8538.5,NO_FX_RATE_FOR_DATE_CURRENCY
1044608,1696,1696,2025-03-01,NOK,1619.2,NO_FX_RATE_FOR_DATE_CURRENCY
1013592,1703,1703,2025-03-01,CHF,131.59,NO_FX_RATE_FOR_DATE_CURRENCY
1003520,1706,1706,2025-03-01,HUF,1382.06,NO_FX_RATE_FOR_DATE_CURRENCY
1022421,1706,1706,2025-03-01,NOK,3672.04,NO_FX_RATE_FOR_DATE_CURRENCY
1046697,1709,1709,2025-03-01,ISK,2555.03,NO_FX_RATE_FOR_DATE_CURRENCY
1054235,1715,1715,2025-03-01,NOK,1349.85,NO_FX_RATE_FOR_DATE_CURRENCY
1012573,1724,1724,2025-03-01,AUD,574.41,NO_FX_RATE_FOR_DATE_CURRENCY
1051384,1734,1734,2025-03-01,TRY,5072.44,NO_FX_RATE_FOR_DATE_CURRENCY
1040122,1745,1745,2025-03-01,SEK,3265.4,NO_FX_RATE_FOR_DATE_CURRENCY
1004418,1746,1746,2025-03-01,GBP,631.27,NO_FX_RATE_FOR_DATE_CURRENCY
1036919,1750,1750,2025-03-01,HUF,8454.44,NO_FX_RATE_FOR_DATE_CURRENCY
1047959,1750,1750,2025-03-01,CHF,3090.68,NO_FX_RATE_FOR_DATE_CURRENCY
1023023,1759,1759,2025-03-01,AUD,8171.22,NO_FX_RATE_FOR_DATE_CURRENCY
