account_id,customer_id,account_opening_date,account_type
1031,1031,2000-02-16,current
1032,1032,2000-02-19,current
1033,1033,2017-01-25,current
1034,1034,2011-04-16,savings
1035,1035,1999-10-16,savings
1036,1036,2009-08-15,current
1037,1037,2016-02-01,current
1038,1038,1995-08-14,savings
1039,1039,2011-05-24,current
1040,1040,1997-09-09,current
1041,1041,1995-08-22,current
1042,1042,2007-12-15,current
1043,1043,1995-09-11,current
1044,1044,2000-03-04,current
1045,1045,2009-09-26,current
1046,1046,2005-07-23,savings
1047,1047,2001-07-24,current
1048,1048,2022-08-23,current
1049,1049,2011-11-23,savings
1050,1050,2023-03-26,savings
1051,1051,2003-06-16,current
1052,1052,2013-11-11,savings
1053,1053,2005-03-17,current
1054,1054,2022-09-13,savings
1055,1055,2009-05-24,savings
1056,1056,1997-04-09,savings
1057,1057,2000-06-09,current
1058,1058,2014-10-13,savings
1059,1059,2000-06-06,current
1060,1060,2001-09-17,current
1061,1061,2020-12-21,savings
1062,1062,2007-10-21,savings
1063,1063,2010-05-19,current
1064,1064,1997-11-28,current
1065,1065,2000-06-15,current
1066,1066,2019-12-12,savings
1067,1067,2020-08-02,current
1068,1068,2019-01-01,savings
1069,1069,1995-02-26,current
1070,1070,2006-11-20,savings
1071,1071,2016-05-18,current
1072,1072,2003-08-28,current
1073,1073,2012-09-22,savings
1074,1074,2022-10-24,savings
1075,1075,1998-06-14,savings
1076,1076,2008-07-28,savings
1077,1077,2005-12-03,savings
1078,1078,1995-04-15,current
1079,1079,2008-10-07,savings
1080,1080,2012-06-19,savings
1081,1081,2006-04-12,savings
1082,1082,1996-06-21,savings
1083,1083,2019-08-12,savings
1084,1084,2021-08-13,current
1085,1085,2010-11-02,savings
1086,1086,1997-12-10,current
1087,1087,2005-10-13,savings
1088,1088,2021-07-01,savings
1089,1089,2004-10-23,current
1090,1090,2010-02-21,savings
1091,1091,2009-07-08,savings
1092,1092,2014-09-26,current
1093,1093,1996-12-16,current
1094,1094,1995-06-28,savings
1095,1095,2010-06-02,current
1096,1096,2005-12-04,savings
1097,1097,2005-06-19,savings
1098,1098,2021-04-17,savings
1099,1099,1996-04-19,current
1100,1100,2024-11-03,current
1101,1101,1999-04-17,savings
1102,1102,2006-09-13,savings
1103,1103,2014-06-10,current
1104,1104,2000-01-03,savings
1105,1105,2003-02-26,current
1106,1106,2021-03-08,current
1107,1107,2015-06-07,current
1108,1108,1995-04-27,current
1109,1109,2007-04-24,current
1110,1110,2003-03-18,savings
1111,1111,1998-03-28,current
1112,1112,2003-09-24,current
1113,1113,1999-01-25,current
1114,1114,2013-02-15,savings
1115,1115,2014-02-19,current
1116,1116,2016-04-22,current
1117,1117,2009-04-07,current
1118,1118,2019-04-22,savings
1119,1119,2004-01-17,savings
1120,1120,2007-01-20,savings
1121,1121,2024-09-14,current
1122,1122,2002-02-03,current
1123,1123,2009-11-23,savings
1124,1124,1999-06-19,savings
1125,1125,2009-11-09,current
1126,1126,2003-02-05,savings
1127,1127,1997-10-04,savings
1128,1128,2003-06-13,savings
1129,1129,2013-11-11,current
1130,1130,1997-06-07,savings
1131,1131,2015-02-05,savings
1132,1132,2005-02-28,savings
1133,1133,2010-11-05,current
1134,1134,2021-11-06,current
1135,1135,2006-03-06,savings
1136,1136,2012-03-06,savings
1137,1137,2010-01-05,savings
1138,1138,2016-03-03,savings
1139,1139,2018-08-01,savings
1140,1140,2023-08-05,current
1141,1141,1997-07-01,savings
1142,1142,2015-01-09,savings
1143,1143,2010-02-21,current
1144,1144,2015-03-17,current
1145,1145,2023-06-14,savings
1146,1146,2012-11-10,current
1147,1147,1998-07-24,current
1148,1148,2005-02-18,savings
1149,1149,2006-11-16,savings
1150,1150,1999-01-15,current
1151,1151,2014-04-01,savings
1152,1152,1998-05-23,savings
1153,1153,2009-08-18,current
1154,1154,1996-02-28,savings
1155,1155,2016-09-04,current
1156,1156,1996-12-21,current
1157,1157,2001-12-18,current
1158,1158,2022-08-15,current
1159,1159,2016-05-11,current
1160,1160,1999-06-04,savings
1161,1161,2011-01-01,current
1162,1162,2020-10-03,savings
1163,1163,1997-02-28,savings
1164,1164,2015-01-26,current
1165,1165,2016-08-24,savings
1166,1166,2015-05-19,current
1167,1167,2019-10-18,current
1168,1168,2000-03-15,savings
1169,1169,2024-05-28,current
1170,1170,2021-06-24,savings
1171,1171,2023-01-24,savings
1172,1172,2003-02-01,savings
1173,1173,2006-10-13,current
1174,1174,2002-06-18,savings
1175,1175,2009-10-13,current
1176,1176,2012-06-22,savings
1177,1177,2015-06-10,savings
1178,1178,2008-09-13,current
1179,1179,1999-03-17,savings
1180,1180,2011-12-11,savings
1181,1181,2021-09-10,savings
1182,1182,2024-03-20,current
1183,1183,2014-10-24,current
1184,1184,2001-02-16,savings
1185,1185,2004-11-28,savings
1186,1186,2013-10-22,current
1187,1187,2018-02-23,current
1188,1188,2019-03-02,current
1189,1189,2013-05-05,savings
1190,1190,2024-11-28,savings
1191,1191,2015-09-19,current
1192,1192,1995-10-11,current
1193,1193,2006-07-08,savings
1194,1194,2002-12-12,savings
1195,1195,2018-06-08,current
1196,1196,1998-11-05,current
1197,1197,2000-05-19,savings
1198,1198,2003-08-19,current
1199,1199,2003-02-02,savings
1200,1200,2018-01-10,savings
1201,1201,2008-01-27,savings
1202,1202,2007-12-01,current
1203,1203,2010-05-11,savings
1204,1204,2021-04-09,current
1205,1205,1997-11-04,current
1206,1206,2000-10-09,savings
1207,1207,2014-11-03,current
1208,1208,2012-09-22,savings
1209,1209,2020-02-20,current
1210,1210,2002-11-21,savings
1211,1211,2010-07-25,savings
1212,1212,2012-08-13,savings
1213,1213,2011-06-13,savings
1214,1214,1997-09-19,savings
1215,1215,1998-12-16,current
1216,1216,2022-12-22,current
1217,1217,1996-02-06,savings
1218,1218,2017-02-28,current
1219,1219,2022-10-27,current
1220,1220,1999-04-02,savings
1221,1221,2002-12-07,savings
1222,1222,2021-08-07,savings
1223,1223,2016-06-06,savings
1224,1224,2019-02-27,savings
1225,1225,2009-09-12,current
1226,1226,2011-01-27,current
1227,1227,2014-06-04,current
1228,1228,1997-11-18,savings
1229,1229,2018-05-16,current
1230,1230,2006-01-11,savings
1231,1231,2010-10-04,savings
1232,1232,2023-11-05,savings
1233,1233,2017-05-22,savings
1234,1234,2024-09-22,current
1235,1235,2001-03-28,savings
1236,1236,2009-06-01,current
1237,1237,1997-08-27,savings
1238,1238,1996-12-10,current
1239,1239,2005-11-07,current
1240,1240,2020-12-03,savings
1241,1241,1999-01-13,current
1242,1242,2017-03-24,current
1243,1243,2004-08-26,savings
1244,1244,1996-05-09,current
1245,1245,2010-03-07,current
1246,1246,2005-06-19,current
1247,1247,2024-09-18,savings
1248,1248,2013-11-14,savings
1249,1249,2019-01-20,current
1250,1250,1997-04-05,current
1251,1251,1995-07-17,current
1252,1252,2020-02-27,current
1253,1253,2008-05-24,savings
1254,1254,2002-05-15,current
1255,1255,2001-06-09,current
1256,1256,2010-11-25,current
1257,1257,2004-12-26,savings
1258,1258,2010-05-09,current
1259,1259,1996-07-15,current
1260,1260,2004-10-13,savings
1261,1261,2024-05-04,current
1262,1262,2024-12-11,current
1263,1263,2009-06-17,current
1264,1264,2013-06-04,savings
1265,1265,1995-06-27,savings
1266,1266,2009-06-09,current
1267,1267,2006-06-21,current
1268,1268,2000-10-21,savings
1269,1269,2006-02-28,savings
1270,1270,2019-11-04,current
1271,1271,2005-06-01,current
1272,1272,2023-05-11,current
1273,1273,2002-07-01,savings
1274,1274,2005-04-19,savings
1275,1275,2011-10-15,savings
1276,1276,2007-09-18,savings
1277,1277,2012-10-14,savings
1278,1278,2005-12-15,current
1279,1279,1996-01-13,current
1280,1280,2007-06-08,current
1281,1281,2003-07-05,savings
1282,1282,2010-08-14,current
1283,1283,2019-11-19,savings
1284,1284,2000-10-12,savings
1285,1285,2012-10-12,current
1286,1286,2016-09-26,current
1287,1287,1999-10-26,current
1288,1288,2003-06-03,current
1289,1289,2001-12-28,current
1290,1290,2008-05-06,savings
1291,1291,2020-04-20,savings
1292,1292,2006-05-01,savings
1293,1293,1995-03-10,current
1294,1294,1995-09-16,current
1295,1295,2006-09-07,current
1296,1296,2011-11-05,current
1297,1297,2005-08-04,savings
1298,1298,2022-05-28,current
1299,1299,2020-09-24,current
1300,1300,2023-10-20,current
1301,1301,1997-05-11,current
1302,1302,2010-02-06,current
1303,1303,2016-05-11,savings
1304,1304,2014-01-06,current
1305,1305,1995-03-26,current
1306,1306,2012-02-07,current
1307,1307,1997-05-03,savings
1308,1308,2001-03-08,current
1309,1309,1995-07-24,savings
1310,1310,2024-03-20,savings
1311,1311,2010-08-25,current
1312,1312,2022-09-22,current
1313,1313,1997-11-24,current
1314,1314,2002-08-22,current
1315,1315,2000-12-09,savings
1316,1316,2003-08-05,savings
1317,1317,2021-06-11,savings
1318,1318,2007-02-06,savings
1319,1319,2013-07-11,current
1320,1320,2000-10-16,current
1321,1321,2017-10-19,savings
1322,1322,2013-09-24,savings
1323,1323,1998-11-25,savings
1324,1324,2006-06-16,savings
1325,1325,2022-03-17,current
1326,1326,1995-11-02,savings
1327,1327,2008-08-11,savings
1328,1328,2024-05-28,savings
1329,1329,2021-05-01,savings
1330,1330,2023-09-10,current
1331,1331,2005-03-13,savings
1332,1332,1995-08-05,savings
1333,1333,2021-10-11,savings
1334,1334,1999-09-14,savings
1335,1335,2022-01-08,savings
1336,1336,2001-07-15,current
1337,1337,2016-09-05,savings
1338,1338,2007-04-17,savings
1339,1339,2022-12-07,savings
1340,1340,2009-04-19,savings
1341,1341,2015-08-13,current
1342,1342,2012-09-17,current
1343,1343,2022-08-01,current
1344,1344,2011-09-01,savings
1345,1345,2010-03-20,current
1346,1346,2024-05-25,savings
1347,1347,2003-06-09,current
1348,1348,2001-08-10,current
1349,1349,2017-04-01,current
1350,1350,2020-08-07,current
1351,1351,1997-07-01,savings
1352,1352,2021-07-20,current
1353,1353,2022-06-21,current
1354,1354,2012-10-21,savings
1355,1355,2018-02-04,current
1356,1356,2019-02-08,current
1357,1357,2022-07-26,current
1358,1358,2023-07-23,savings
1359,1359,2002-09-06,savings
1360,1360,2024-05-09,current
1361,1361,2017-12-09,current
1362,1362,2007-05-06,savings
1363,1363,2006-10-14,savings
1364,1364,2016-11-22,current
1365,1365,2018-07-17,savings
1366,1366,2001-09-23,current
1367,1367,2013-12-19,savings
1368,1368,2016-11-05,savings
1369,1369,2002-04-07,current
1370,1370,2021-10-21,current
1371,1371,2020-07-14,current
1372,1372,1998-02-22,savings
1373,1373,2017-12-22,current
1374,1374,2015-02-15,current
1375,1375,2023-11-18,savings
1376,1376,1998-11-24,savings
1377,1377,2023-09-07,current
1378,1378,2023-10-13,savings
1379,1379,2007-10-22,current
1380,1380,2009-07-21,savings
1381,1381,2022-02-11,savings
1382,1382,2005-08-19,savings
1383,1383,2023-07-24,savings
1384,1384,2010-10-06,current
1385,1385,2010-11-11,savings
1386,1386,2010-08-14,current
1387,1387,2007-11-27,savings
1388,1388,2010-03-21,current
1389,1389,2016-06-25,current
1390,1390,2000-03-12,savings
1391,1391,2007-11-07,current
1392,1392,1995-09-04,current
1393,1393,2016-07-01,current
1394,1394,2019-10-03,current
1395,1395,1996-05-24,current
1396,1396,2024-04-20,current
1397,1397,2013-03-02,savings
1398,1398,2007-11-13,current
1399,1399,2009-04-14,current
1400,1400,2009-10-09,current
1401,1401,2002-04-13,savings
1402,1402,2012-09-23,savings
1403,1403,2005-01-20,savings
1404,1404,2018-02-20,current
1405,1405,2012-12-27,savings
1406,1406,2014-09-18,savings
1407,1407,2002-03-27,savings
1408,1408,2009-05-17,current
1409,1409,2004-03-07,savings
1410,1410,2021-07-03,savings
1411,1411,1997-06-21,current
1412,1412,2001-05-13,current
1413,1413,1995-08-07,savings
1414,1414,2017-03-18,current
1415,1415,2012-01-22,savings
1416,1416,1995-11-04,current
1417,1417,2004-08-27,savings
1418,1418,2018-08-02,current
1419,1419,1995-06-24,current
1420,1420,2020-10-21,current
1421,1421,2010-01-02,savings
1422,1422,2003-11-12,savings
1423,1423,2024-04-08,savings
1424,1424,2016-11-13,current
1425,1425,2003-04-06,current
1426,1426,2002-11-03,savings
1427,1427,2020-11-26,current
1428,1428,2022-03-25,savings
1429,1429,2021-01-04,savings
1430,1430,2004-11-11,savings
1431,1431,2000-04-13,current
1432,1432,2006-08-18,savings
1433,1433,2024-06-02,savings
1434,1434,2010-05-02,savings
1435,1435,2023-01-22,savings
1436,1436,2020-09-26,savings
1437,1437,2008-05-24,current
1438,1438,1999-04-11,current
1439,1439,2021-03-09,savings
1440,1440,2002-02-20,savings
1441,1441,2014-04-21,savings
1442,1442,1995-07-10,savings
1443,1443,2004-08-09,current
1444,1444,1995-06-12,current
1445,1445,2014-05-16,savings
1446,1446,2012-01-27,current
1447,1447,2010-05-18,current
1448,1448,1996-08-11,savings
1449,1449,2017-03-28,savings
1450,1450,2012-06-15,savings
1451,1451,2015-06-20,savings
1452,1452,2006-09-10,savings
1453,1453,2023-04-12,current
1454,1454,2023-09-23,current
1455,1455,2010-04-21,current
1456,1456,1999-03-15,current
1457,1457,2024-11-18,savings
1458,1458,2001-05-18,current
1459,1459,2007-12-21,savings
1460,1460,2016-03-08,current
1461,1461,2009-06-19,savings
1462,1462,1999-06-19,current
1463,1463,2013-09-20,current
1464,1464,2017-07-19,current
1465,1465,2001-02-18,savings
1466,1466,2015-09-04,savings
1467,1467,2009-01-01,current
1468,1468,1995-05-09,savings
1469,1469,2014-05-10,current
1470,1470,2011-07-23,current
1471,1471,2004-08-14,savings
1472,1472,2006-07-22,savings
1473,1473,1999-06-04,current
1474,1474,2018-05-08,current
1475,1475,2012-01-12,current
1476,1476,2005-06-21,current
1477,1477,2022-08-07,current
1478,1478,2022-10-08,current
1479,1479,1999-05-19,current
1480,1480,2014-06-25,savings
1481,1481,2016-03-27,savings
1482,1482,2019-08-13,savings
1483,1483,2001-09-27,savings
1484,1484,2006-02-09,savings
1485,1485,1996-07-07,savings
1486,1486,2017-12-15,savings
1487,1487,2007-10-23,current
1488,1488,2018-10-18,current
1489,1489,2020-07-06,savings
1490,1490,2004-02-10,current
1491,1491,1997-01-19,savings
1492,1492,2013-11-07,savings
1493,1493,2015-11-09,savings
1494,1494,2004-10-24,savings
1495,1495,2022-12-12,current
1496,1496,1998-09-16,savings
1497,1497,1997-10-12,savings
1498,1498,2024-10-24,savings
1499,1499,2003-06-09,current
1500,1500,2001-01-02,current
1501,1501,2022-09-07,savings
1502,1502,2008-12-01,current
1503,1503,2009-02-07,savings
1504,1504,2022-07-01,current
1505,1505,2023-03-20,savings
1506,1506,2024-12-03,savings
1507,1507,2009-07-13,savings
1508,1508,1999-10-22,current
1509,1509,2018-11-02,current
1510,1510,2005-07-04,savings
1511,1511,2003-02-25,current
1512,1512,2017-05-07,current
1513,1513,2013-12-16,savings
1514,1514,2007-05-08,savings
1515,1515,2024-12-11,current
1516,1516,2021-09-17,savings
1517,1517,2017-03-10,current
1518,1518,2011-03-01,savings
1519,1519,2002-01-05,savings
1520,1520,2023-05-12,savings
1521,1521,2014-01-11,savings
1522,1522,2012-05-08,savings
1523,1523,2006-10-25,savings
1524,1524,2005-09-16,savings
1525,1525,2020-10-16,savings
1526,1526,2010-01-08,current
1527,1527,2021-06-16,current
1528,1528,2001-06-18,current
1529,1529,2015-09-13,current
1530,1530,2010-03-13,current
1531,1531,2011-11-17,current
1532,1532,2021-12-04,current
1533,1533,2012-12-06,current
1534,1534,2023-07-01,current
1535,1535,2006-05-05,savings
1536,1536,2003-11-06,current
1537,1537,2018-05-02,current
1538,1538,2022-02-18,savings
1539,1539,2010-10-06,current
1540,1540,2023-07-22,savings
1541,1541,2008-08-01,savings
1542,1542,2020-02-03,current
1543,1543,2024-01-20,current
1544,1544,2007-05-21,savings
1545,1545,1997-11-26,current
1546,1546,1999-09-11,current
1547,1547,2016-05-24,current
1548,1548,2003-05-24,current
1549,1549,2003-04-14,savings
1550,1550,2004-11-20,savings
1551,1551,2006-05-04,current
1552,1552,2004-05-13,current
1553,1553,2006-11-14,current
1554,1554,2017-03-14,savings
1555,1555,1997-11-03,current
1556,1556,2004-09-03,current
1557,1557,2021-02-20,savings
1558,1558,2011-03-12,savings
1559,1559,1997-01-22,current
1560,1560,2019-03-08,savings
1561,1561,2019-12-13,current
1562,1562,2017-03-02,savings
1563,1563,2020-02-08,savings
1564,1564,2011-02-16,savings
1565,1565,1999-11-11,savings
1566,1566,2006-02-19,savings
1567,1567,2014-10-21,savings
1568,1568,2024-05-09,current
1569,1569,2008-04-19,current
1570,1570,2004-06-18,savings
1571,1571,2005-06-12,savings
1572,1572,2000-01-03,current
1573,1573,2013-10-28,current
1574,1574,2007-01-06,savings
1575,1575,2020-06-02,savings
1576,1576,2014-02-15,current
1577,1577,2011-01-16,savings
1578,1578,2005-10-24,current
1579,1579,2021-08-02,savings
1580,1580,2018-04-10,savings
1581,1581,2022-02-07,savings
1582,1582,2010-01-25,savings
1583,1583,1996-11-13,current
1584,1584,2015-09-28,current
1585,1585,2023-08-25,current
1586,1586,2011-05-09,current
1587,1587,2002-04-24,current
1588,1588,1996-04-06,current
1589,1589,2021-10-07,savings
1590,1590,2023-08-06,savings
1591,1591,2010-10-17,current
1592,1592,2001-05-22,savings
1593,1593,1995-08-28,current
1594,1594,1997-04-19,current
1595,1595,2008-10-04,savings
1596,1596,2018-08-01,current
1597,1597,2007-03-04,savings
1598,1598,2019-06-19,current
1599,1599,2012-04-23,current
1600,1600,2007-12-19,current
1601,1601,2020-08-11,savings
1602,1602,2017-07-18,savings
1603,1603,2002-05-06,savings
1604,1604,2015-12-07,savings
1605,1605,2005-08-04,current
1606,1606,2018-01-02,savings
1607,1607,2020-11-15,savings
1608,1608,1995-08-09,savings
1609,1609,2013-08-13,savings
1610,1610,1999-08-15,current
1611,1611,2011-12-01,savings
1612,1612,2022-04-25,current
1613,1613,2024-09-10,savings
1614,1614,2019-10-10,savings
1615,1615,2023-09-10,savings
1616,1616,2015-07-02,savings
1617,1617,2011-07-26,savings
1618,1618,2002-03-02,savings
1619,1619,2003-12-09,savings
1620,1620,2023-12-13,savings
1621,1621,2009-04-12,savings
1622,1622,2015-12-18,current
1623,1623,2009-03-24,savings
1624,1624,2002-02-12,savings
1625,1625,2001-08-05,savings
1626,1626,2021-10-24,current
1627,1627,1996-05-09,current
1628,1628,1997-10-20,savings
1629,1629,2005-05-07,savings
1630,1630,2019-01-04,current
1631,1631,1997-06-10,current
1632,1632,2010-01-13,savings
1633,1633,2016-08-12,current
1634,1634,2009-04-28,savings
1635,1635,2004-01-13,current
1636,1636,2006-03-28,savings
1637,1637,2002-09-26,savings
1638,1638,1997-10-12,savings
1639,1639,2013-01-15,savings
1640,1640,2017-04-24,savings
1641,1641,2007-04-12,current
1642,1642,2012-12-16,savings
1643,1643,2009-04-02,current
1644,1644,2012-10-06,current
1645,1645,2002-11-21,current
1646,1646,1996-09-18,current
1647,1647,2020-12-21,savings
1648,1648,2004-11-26,current
1649,1649,2020-09-28,current
1650,1650,2006-04-09,current
1651,1651,1998-07-05,savings
1652,1652,2015-10-07,savings
1653,1653,2018-05-20,current
1654,1654,1998-12-07,current
1655,1655,2001-10-02,savings
1656,1656,2022-01-20,current
1657,1657,2004-01-28,savings
1658,1658,2020-01-12,current
1659,1659,2001-12-13,current
1660,1660,2018-05-26,savings
1661,1661,2001-11-14,savings
1662,1662,1997-06-16,current
1663,1663,2012-03-25,savings
1664,1664,1998-05-20,current
1665,1665,2022-11-26,savings
1666,1666,1997-03-08,savings
1667,1667,2019-03-20,savings
1668,1668,2015-06-07,current
1669,1669,2014-06-24,current
1670,1670,2018-10-21,current
1671,1671,2007-05-16,savings
1672,1672,1995-03-14,current
1673,1673,2021-12-10,savings
1674,1674,1996-02-24,savings
1675,1675,2016-11-09,savings
1676,1676,2024-06-19,savings
1677,1677,2008-11-13,current
1678,1678,1999-05-05,current
1679,1679,2016-08-17,current
1680,1680,2016-06-17,savings
1681,1681,1996-01-14,current
1682,1682,2023-06-27,savings
1683,1683,1998-02-28,current
1684,1684,2010-01-10,current
1685,1685,2019-11-04,current
1686,1686,2020-10-09,current
1687,1687,2009-07-16,current
1688,1688,2024-09-03,current
1689,1689,2001-01-09,savings
1690,1690,2022-11-09,savings
1691,1691,2000-12-14,savings
1692,1692,2007-03-10,current
1693,1693,2005-03-03,savings
1694,1694,2015-01-21,current
1695,1695,1997-04-02,savings
1696,1696,2003-06-24,current
1697,1697,2004-02-13,current
1698,1698,2024-04-09,savings
1699,1699,2016-07-27,current
1700,1700,2014-12-01,current
1701,1701,2011-02-14,savings
1702,1702,2001-08-25,savings
1703,1703,2013-10-18,savings
1704,1704,1995-12-28,savings
1705,1705,2001-03-16,savings
1706,1706,2013-09-09,current
1707,1707,2017-04-21,current
1708,1708,2015-02-05,savings
1709,1709,2019-05-03,current
1710,1710,2014-07-21,savings
1711,1711,2010-07-20,current
1712,1712,2015-06-05,current
1713,1713,2015-09-10,current
1714,1714,2001-06-20,savings
1715,1715,2011-11-24,current
1716,1716,2019-10-12,savings
1717,1717,2023-08-01,savings
1718,1718,2017-11-16,savings
1719,1719,2003-03-19,current
1720,1720,2006-08-25,current
1721,1721,2019-04-25,current
1722,1722,2016-06-12,savings
1723,1723,2006-08-05,savings
1724,1724,2005-04-26,savings
1725,1725,2009-08-03,savings
1726,1726,2005-11-24,savings
1727,1727,2013-06-24,savings
1728,1728,2019-09-06,current
1729,1729,2009-09-26,savings
1730,1730,2009-08-01,current
1731,1731,2020-01-02,savings
1732,1732,2002-07-04,savings
1733,1733,1997-06-15,current
1734,1734,2006-12-05,current
1735,1735,2022-03-22,current
1736,1736,2015-02-26,current
1737,1737,2024-08-25,current
1738,1738,2018-09-10,current
1739,1739,2007-02-26,current
1740,1740,1996-05-28,savings
1741,1741,2016-03-06,savings
1742,1742,2012-01-25,savings
1743,1743,1997-05-13,savings
1744,1744,2011-02-27,current
1745,1745,2005-06-02,current
1746,1746,2000-10-09,savings
1747,1747,1995-04-22,current
1748,1748,2017-11-23,savings
1749,1749,2013-07-20,current
1750,1750,2002-08-10,savings
1751,1751,2000-09-07,savings
1752,1752,2022-10-05,savings
1753,1753,2002-12-01,current
1754,1754,2004-11-14,savings
1755,1755,2007-10-27,savings
1756,1756,2005-04-12,savings
1757,1757,1999-01-20,current
1758,1758,2004-08-12,savings
1759,1759,2002-02-24,current
1760,1760,1996-02-20,current
1761,1761,2005-12-05,savings
1762,1762,2020-04-12,current
1763,1763,2006-08-24,current
1764,1764,2012-04-03,current
1765,1765,2004-09-06,current
1766,1766,2017-11-21,savings
1767,1767,2016-03-27,current
1768,1768,2001-05-16,savings
1769,1769,2022-05-09,current
1770,1770,2012-08-21,current
1771,1771,1999-09-16,savings
1772,1772,2010-07-13,current
1773,1773,2017-06-04,current
1774,1774,2009-12-05,savings
1775,1775,2011-05-20,current
1776,1776,2019-06-15,savings
1777,1777,2023-09-05,savings
1778,1778,2014-04-20,current
1779,1779,1996-08-23,savings
1780,1780,2024-12-05,current
1781,1781,2013-04-12,current
1782,1782,2020-12-27,savings
1783,1783,2020-05-11,current
1784,1784,2020-07-11,savings
1785,1785,2010-03-09,current
1786,1786,2001-11-23,savings
1787,1787,2005-10-21,savings
1788,1788,2022-05-07,savings
1789,1789,2022-09-06,savings
1790,1790,2001-09-02,savings
1791,1791,1997-03-20,savings
1792,1792,2023-07-10,current
1793,1793,2005-09-02,current
1794,1794,2004-05-13,current
1795,1795,2022-05-18,current
1796,1796,1998-11-03,savings
1797,1797,2012-01-04,savings
1798,1798,2019-12-08,savings
1799,1799,2001-05-02,savings
1800,1800,2011-05-05,current
1801,1801,2023-11-04,savings
1802,1802,2024-08-26,savings
1803,1803,1995-06-20,savings
1804,1804,2008-03-08,current
1805,1805,2016-08-11,current
1806,1806,2018-06-21,current
1807,1807,2016-07-03,current
1808,1808,2016-12-02,savings
1809,1809,2021-10-01,current
1810,1810,2024-07-11,current
1811,1811,2004-08-15,savings
1812,1812,2020-04-06,current
1813,1813,2020-08-17,current
1814,1814,2023-12-18,savings
1815,1815,2006-03-27,current
1816,1816,2006-09-09,current
1817,1817,2016-06-27,current
1818,1818,2023-03-27,current
1819,1819,2007-11-27,savings
1820,1820,2014-08-26,savings
1821,1821,2016-07-06,current
1822,1822,2007-10-12,savings
1823,1823,1997-04-10,savings
1824,1824,2012-03-14,current
1825,1825,2020-06-25,current
1826,1826,2014-03-09,savings
1827,1827,2009-08-04,savings
1828,1828,2001-10-04,current
1829,1829,2013-11-27,savings
1830,1830,2015-02-18,savings
1831,1831,2013-06-27,current
1832,1832,2018-04-17,current
1833,1833,1995-01-25,current
1834,1834,2004-02-11,current
1835,1835,2003-07-25,savings
1836,1836,1997-12-19,current
1837,1837,2005-09-02,savings
1838,1838,2008-06-21,savings
1839,1839,1996-05-03,current
1840,1840,1995-07-01,savings
1841,1841,2011-11-07,current
1842,1842,2008-07-21,current
1843,1843,2022-10-06,savings
1844,1844,2007-05-12,savings
1845,1845,1997-11-26,savings
1846,1846,2021-10-20,current
1847,1847,2015-11-10,current
1848,1848,1997-08-22,current
1849,1849,2008-07-14,savings
1850,1850,2015-08-18,current
1851,1851,2003-02-17,current
1852,1852,1995-12-23,savings
1853,1853,2015-03-23,savings
1854,1854,2000-12-14,current
1855,1855,2002-02-01,current
1856,1856,2005-12-10,current
1857,1857,2005-09-24,savings
1858,1858,1995-11-23,current
1859,1859,2015-12-18,current
1860,1860,1997-02-18,savings
1861,1861,2021-06-17,current
1862,1862,2004-11-28,current
1863,1863,2010-06-05,current
1864,1864,2013-08-05,savings
1865,1865,1998-10-09,savings
1866,1866,2006-06-16,savings
1867,1867,2001-07-15,savings
1868,1868,2003-02-14,current
1869,1869,2004-09-20,savings
1870,1870,2019-06-15,savings
1871,1871,2015-12-21,savings
1872,1872,2010-02-13,savings
1873,1873,1998-07-06,current
1874,1874,1998-08-22,savings
1875,1875,2019-05-02,current
1876,1876,2007-08-10,savings
1877,1877,1998-12-27,current
1878,1878,2018-10-17,savings
1879,1879,2008-10-06,savings
1880,1880,2007-07-19,savings
1881,1881,1999-12-24,current
1882,1882,2002-11-02,savings
1883,1883,1995-04-01,current
1884,1884,2021-12-19,current
1885,1885,2013-06-16,current
1886,1886,2023-02-18,savings
1887,1887,2001-01-12,savings
1888,1888,2000-04-19,savings
1889,1889,1997-09-27,savings
1890,1890,2013-11-28,savings
1891,1891,2000-12-02,current
1892,1892,2022-08-25,savings
1893,1893,2018-11-03,savings
1894,1894,2001-02-09,savings
1895,1895,2008-08-14,current
1896,1896,1997-01-03,savings
1897,1897,2005-05-23,savings
1898,1898,2012-06-11,savings
1899,1899,2015-02-05,savings
1900,1900,2003-07-15,current
1901,1901,2014-01-12,current
1902,1902,2015-05-13,savings
1903,1903,2003-10-11,current
1904,1904,2024-07-23,current
1905,1905,2002-06-07,current
1906,1906,2006-04-08,savings
1907,1907,1995-06-27,current
1908,1908,2003-11-23,savings
1909,1909,2012-12-22,savings
1910,1910,2004-03-15,current
1911,1911,2021-08-19,current
1912,1912,2002-05-11,current
1913,1913,2000-07-21,savings
1914,1914,2007-03-17,current
1915,1915,2014-07-24,savings
1916,1916,1996-12-22,current
1917,1917,2022-08-21,current
1918,1918,2020-03-18,current
1919,1919,2000-04-10,savings
1920,1920,2020-10-19,current
1921,1921,2012-05-11,savings
1922,1922,2012-02-18,current
1923,1923,1997-04-21,savings
1924,1924,2024-01-27,current
1925,1925,2011-04-15,current
1926,1926,1998-04-24,current
1927,1927,2022-11-01,current
1928,1928,2007-06-23,current
1929,1929,2020-01-15,current
1930,1930,2002-12-08,savings
1931,1931,2020-05-02,current
