account_id,customer_id,branch_id,account_type,account_opening_date
1207,1207,54,current,2014-11-03
1208,1208,19,savings,2012-09-22
1208,1208,19,savings,2012-09-22
1209,1209,14,current,2020-02-20
1209,1209,14,current,2020-02-20
1210,1210,48,savings,2002-11-21
1210,1210,48,savings,2002-11-21
1211,1211,7,savings,2010-07-25
1211,1211,7,savings,2010-07-25
1212,1212,79,savings,2012-08-13
1212,1212,79,savings,2012-08-13
1213,1213,32,savings,2011-06-13
1213,1213,32,savings,2011-06-13
1214,1214,22,savings,1997-09-19
1214,1214,22,savings,1997-09-19
1215,1215,46,current,1998-12-16
1215,1215,46,current,1998-12-16
1216,1216,85,current,2022-12-22
1216,1216,85,current,2022-12-22
1217,1217,83,savings,1996-02-06
1217,1217,83,savings,1996-02-06
1218,1218,13,current,2017-02-28
1218,1218,13,current,2017-02-28
1219,1219,22,current,2022-10-27
1219,1219,22,current,2022-10-27
1220,1220,10,savings,1999-04-02
1220,1220,10,savings,1999-04-02
1221,1221,44,savings,2002-12-07
1221,1221,44,savings,2002-12-07
1222,1222,24,savings,2021-08-07
1222,1222,24,savings,2021-08-07
1223,1223,59,savings,2016-06-06
1223,1223,59,savings,2016-06-06
1224,1224,62,savings,2019-02-27
1224,1224,62,savings,2019-02-27
1225,1225,72,current,2009-09-12
1225,1225,72,current,2009-09-12
1226,1226,72,current,2011-01-27
1226,1226,72,current,2011-01-27
1227,1227,55,current,2014-06-04
1227,1227,55,current,2014-06-04
1228,1228,49,savings,1997-11-18
1228,1228,49,savings,1997-11-18
1229,1229,50,current,2018-05-16
1229,1229,50,current,2018-05-16
1230,1230,19,savings,2006-01-11
1230,1230,19,savings,2006-01-11
1231,1231,82,savings,2010-10-04
1231,1231,82,savings,2010-10-04
1232,1232,58,savings,2023-11-05
1232,1232,58,savings,2023-11-05
1233,1233,97,savings,2017-05-22
1233,1233,97,savings,2017-05-22
1234,1234,48,current,2024-09-22
1234,1234,48,current,2024-09-22
1235,1235,93,savings,2001-03-28
1235,1235,93,savings,2001-03-28
1236,1236,96,current,2009-06-01
1236,1236,96,current,2009-06-01
1237,1237,72,savings,1997-08-27
1237,1237,72,savings,1997-08-27
1238,1238,96,current,1996-12-10
1238,1238,96,current,1996-12-10
1239,1239,12,current,2005-11-07
1239,1239,12,current,2005-11-07
1240,1240,86,savings,2020-12-03
1240,1240,86,savings,2020-12-03
1241,1241,20,current,1999-01-13
1241,1241,20,current,1999-01-13
1242,1242,45,current,2017-03-24
1242,1242,45,current,2017-03-24
1243,1243,26,savings,2004-08-26
1243,1243,26,savings,2004-08-26
1244,1244,81,current,1996-05-09
1244,1244,81,current,1996-05-09
1245,1245,98,current,2010-03-07
1245,1245,98,current,2010-03-07
1246,1246,31,current,2005-06-19
1246,1246,31,current,2005-06-19
1247,1247,82,savings,2024-09-18
1247,1247,82,savings,2024-09-18
1248,1248,59,savings,2013-11-14
1248,1248,59,savings,2013-11-14
1249,1249,3,current,2019-01-20
1249,1249,3,current,2019-01-20
1250,1250,18,current,1997-04-05
1250,1250,18,current,1997-04-05
1251,1251,84,current,1995-07-17
1251,1251,84,current,1995-07-17
1252,1252,21,current,2020-02-27
1252,1252,21,current,2020-02-27
1253,1253,57,savings,2008-05-24
1253,1253,57,savings,2008-05-24
1254,1254,99,current,2002-05-15
1254,1254,99,current,2002-05-15
1255,1255,42,current,2001-06-09
1255,1255,42,current,2001-06-09
1256,1256,62,current,2010-11-25
1256,1256,62,current,2010-11-25
1257,1257,30,savings,2004-12-26
1257,1257,30,savings,2004-12-26
1258,1258,61,current,2010-05-09
1258,1258,61,current,2010-05-09
1259,1259,36,current,1996-07-15
1259,1259,36,current,1996-07-15
1260,1260,55,savings,2004-10-13
1260,1260,55,savings,2004-10-13
1261,1261,4,current,2024-05-04
1261,1261,4,current,2024-05-04
1262,1262,15,current,2024-12-11
1262,1262,15,current,2024-12-11
1263,1263,71,current,2009-06-17
1263,1263,71,current,2009-06-17
1264,1264,96,savings,2013-06-04
1264,1264,96,savings,2013-06-04
1265,1265,97,savings,1995-06-27
1265,1265,97,savings,1995-06-27
1266,1266,57,current,2009-06-09
1266,1266,57,current,2009-06-09
1267,1267,63,current,2006-06-21
1267,1267,63,current,2006-06-21
1268,1268,77,savings,2000-10-21
1268,1268,77,savings,2000-10-21
1269,1269,64,savings,2006-02-28
1269,1269,64,savings,2006-02-28
1270,1270,17,current,2019-11-04
1270,1270,17,current,2019-11-04
1271,1271,53,current,2005-06-01
1271,1271,53,current,2005-06-01
1272,1272,40,current,2023-05-11
1272,1272,40,current,2023-05-11
1273,1273,70,savings,2002-07-01
1273,1273,70,savings,2002-07-01
1274,1274,50,savings,2005-04-19
1274,1274,50,savings,2005-04-19
1275,1275,68,savings,2011-10-15
1275,1275,68,savings,2011-10-15
1276,1276,15,savings,2007-09-18
1276,1276,15,savings,2007-09-18
1277,1277,72,savings,2012-10-14
1277,1277,72,savings,2012-10-14
1278,1278,34,current,2005-12-15
1278,1278,34,current,2005-12-15
1279,1279,30,current,1996-01-13
1279,1279,30,current,1996-01-13
1280,1280,87,current,2007-06-08
1280,1280,87,current,2007-06-08
1281,1281,73,savings,2003-07-05
1281,1281,73,savings,2003-07-05
1282,1282,24,current,2010-08-14
1282,1282,24,current,2010-08-14
1283,1283,8,savings,2019-11-19
1283,1283,8,savings,2019-11-19
1284,1284,57,savings,2000-10-12
1284,1284,57,savings,2000-10-12
1285,1285,70,current,2012-10-12
1285,1285,70,current,2012-10-12
1286,1286,25,current,2016-09-26
1286,1286,25,current,2016-09-26
1287,1287,77,current,1999-10-26
1287,1287,77,current,1999-10-26
1288,1288,34,current,2003-06-03
1288,1288,34,current,2003-06-03
1289,1289,25,current,2001-12-28
1289,1289,25,current,2001-12-28
1290,1290,18,savings,2008-05-06
1290,1290,18,savings,2008-05-06
1291,1291,73,savings,2020-04-20
1291,1291,73,savings,2020-04-20
1292,1292,97,savings,2006-05-01
1292,1292,97,savings,2006-05-01
1293,1293,70,current,1995-03-10
1293,1293,70,current,1995-03-10
1294,1294,14,current,1995-09-16
1294,1294,14,current,1995-09-16
1295,1295,6,current,2006-09-07
1295,1295,6,current,2006-09-07
1296,1296,82,current,2011-11-05
1296,1296,82,current,2011-11-05
1297,1297,90,savings,2005-08-04
1297,1297,90,savings,2005-08-04
1298,1298,36,current,2022-05-28
1298,1298,36,current,2022-05-28
1299,1299,36,current,2020-09-24
1299,1299,36,current,2020-09-24
1300,1300,75,current,2023-10-20
1300,1300,75,current,2023-10-20
1301,1301,18,current,1997-05-11
1301,1301,18,current,1997-05-11
1302,1302,15,current,2010-02-06
1302,1302,15,current,2010-02-06
1303,1303,94,savings,2016-05-11
1303,1303,94,savings,2016-05-11
1304,1304,89,current,2014-01-06
1304,1304,89,current,2014-01-06
1305,1305,16,current,1995-03-26
1305,1305,16,current,1995-03-26
1306,1306,76,current,2012-02-07
1306,1306,76,current,2012-02-07
1307,1307,14,savings,1997-05-03
1307,1307,14,savings,1997-05-03
1308,1308,47,current,2001-03-08
1308,1308,47,current,2001-03-08
1309,1309,54,savings,1995-07-24
1309,1309,54,savings,1995-07-24
1310,1310,58,savings,2024-03-20
1310,1310,58,savings,2024-03-20
1311,1311,77,current,2010-08-25
1311,1311,77,current,2010-08-25
1312,1312,30,current,2022-09-22
1312,1312,30,current,2022-09-22
1313,1313,46,current,1997-11-24
1313,1313,46,current,1997-11-24
1314,1314,16,current,2002-08-22
1314,1314,16,current,2002-08-22
1315,1315,1,savings,2000-12-09
1315,1315,1,savings,2000-12-09
1316,1316,41,savings,2003-08-05
1316,1316,41,savings,2003-08-05
1317,1317,93,savings,2021-06-11
1317,1317,93,savings,2021-06-11
1318,1318,27,savings,2007-02-06
1318,1318,27,savings,2007-02-06
1319,1319,77,current,2013-07-11
1319,1319,77,current,2013-07-11
1320,1320,62,current,2000-10-16
1320,1320,62,current,2000-10-16
1321,1321,81,savings,2017-10-19
1321,1321,81,savings,2017-10-19
1322,1322,28,savings,2013-09-24
1322,1322,28,savings,2013-09-24
1323,1323,20,savings,1998-11-25
1323,1323,20,savings,1998-11-25
1324,1324,55,savings,2006-06-16
1324,1324,55,savings,2006-06-16
1325,1325,51,current,2022-03-17
1325,1325,51,current,2022-03-17
1326,1326,69,savings,1995-11-02
1326,1326,69,savings,1995-11-02
1327,1327,88,savings,2008-08-11
1327,1327,88,savings,2008-08-11
1328,1328,73,savings,2024-05-28
1328,1328,73,savings,2024-05-28
1329,1329,97,savings,2021-05-01
1329,1329,97,savings,2021-05-01
1330,1330,34,current,2023-09-10
1330,1330,34,current,2023-09-10
1331,1331,27,savings,2005-03-13
1331,1331,27,savings,2005-03-13
1332,1332,97,savings,1995-08-05
1332,1332,97,savings,1995-08-05
1333,1333,38,savings,2021-10-11
1333,1333,38,savings,2021-10-11
1334,1334,29,savings,1999-09-14
1334,1334,29,savings,1999-09-14
1335,1335,35,savings,2022-01-08
1335,1335,35,savings,2022-01-08
1336,1336,20,current,2001-07-15
1336,1336,20,current,2001-07-15
1337,1337,19,savings,2016-09-05
1337,1337,19,savings,2016-09-05
1338,1338,5,savings,2007-04-17
1338,1338,5,savings,2007-04-17
1339,1339,25,savings,2022-12-07
1339,1339,25,savings,2022-12-07
1340,1340,93,savings,2009-04-19
1340,1340,93,savings,2009-04-19
1341,1341,26,current,2015-08-13
1341,1341,26,current,2015-08-13
1342,1342,51,current,2012-09-17
1342,1342,51,current,2012-09-17
1343,1343,66,current,2022-08-01
1343,1343,66,current,2022-08-01
1344,1344,61,savings,2011-09-01
1344,1344,61,savings,2011-09-01
1345,1345,15,current,2010-03-20
1345,1345,15,current,2010-03-20
1346,1346,45,savings,2024-05-25
1346,1346,45,savings,2024-05-25
1347,1347,6,current,2003-06-09
1347,1347,6,current,2003-06-09
1348,1348,58,current,2001-08-10
1348,1348,58,current,2001-08-10
1349,1349,1,current,2017-04-01
1349,1349,1,current,2017-04-01
1350,1350,73,current,2020-08-07
1350,1350,73,current,2020-08-07
1351,1351,43,savings,1997-07-01
1351,1351,43,savings,1997-07-01
1352,1352,16,current,2021-07-20
1352,1352,16,current,2021-07-20
1353,1353,14,current,2022-06-21
1353,1353,14,current,2022-06-21
1354,1354,74,savings,2012-10-21
1354,1354,74,savings,2012-10-21
1355,1355,19,current,2018-02-04
1355,1355,19,current,2018-02-04
1356,1356,51,current,2019-02-08
1356,1356,51,current,2019-02-08
1357,1357,8,current,2022-07-26
1357,1357,8,current,2022-07-26
1358,1358,48,savings,2023-07-23
1358,1358,48,savings,2023-07-23
1359,1359,12,savings,2002-09-06
1359,1359,12,savings,2002-09-06
1360,1360,70,current,2024-05-09
1360,1360,70,current,2024-05-09
1361,1361,35,current,2017-12-09
1361,1361,35,current,2017-12-09
1362,1362,70,savings,2007-05-06
1362,1362,70,savings,2007-05-06
1363,1363,6,savings,2006-10-14
1363,1363,6,savings,2006-10-14
1364,1364,99,current,2016-11-22
1364,1364,99,current,2016-11-22
1365,1365,11,savings,2018-07-17
1365,1365,11,savings,2018-07-17
1366,1366,38,current,2001-09-23
1366,1366,38,current,2001-09-23
1367,1367,91,savings,2013-12-19
1367,1367,91,savings,2013-12-19
1368,1368,26,savings,2016-11-05
1368,1368,26,savings,2016-11-05
1369,1369,28,current,2002-04-07
1369,1369,28,current,2002-04-07
1370,1370,72,current,2021-10-21
1370,1370,72,current,2021-10-21
1371,1371,89,current,2020-07-14
1371,1371,89,current,2020-07-14
1372,1372,83,savings,1998-02-22
1372,1372,83,savings,1998-02-22
1373,1373,80,current,2017-12-22
1373,1373,80,current,2017-12-22
1374,1374,50,current,2015-02-15
1374,1374,50,current,2015-02-15
1375,1375,58,savings,2023-11-18
1375,1375,58,savings,2023-11-18
1376,1376,26,savings,1998-11-24
1376,1376,26,savings,1998-11-24
1377,1377,44,current,2023-09-07
1377,1377,44,current,2023-09-07
1378,1378,15,savings,2023-10-13
1378,1378,15,savings,2023-10-13
1379,1379,76,current,2007-10-22
1379,1379,76,current,2007-10-22
1380,1380,24,savings,2009-07-21
1380,1380,24,savings,2009-07-21
1381,1381,77,savings,2022-02-11
1381,1381,77,savings,2022-02-11
1382,1382,59,savings,2005-08-19
1382,1382,59,savings,2005-08-19
1383,1383,57,savings,2023-07-24
1383,1383,57,savings,2023-07-24
1384,1384,17,current,2010-10-06
1384,1384,17,current,2010-10-06
1385,1385,77,savings,2010-11-11
1385,1385,77,savings,2010-11-11
1386,1386,81,current,2010-08-14
1386,1386,81,current,2010-08-14
1387,1387,1,savings,2007-11-27
1387,1387,1,savings,2007-11-27
1388,1388,11,current,2010-03-21
1388,1388,11,current,2010-03-21
1389,1389,20,current,2016-06-25
1389,1389,20,current,2016-06-25
1390,1390,31,savings,2000-03-12
1390,1390,31,savings,2000-03-12
1391,1391,99,current,2007-11-07
1391,1391,99,current,2007-11-07
1392,1392,39,current,1995-09-04
1392,1392,39,current,1995-09-04
1393,1393,63,current,2016-07-01
1393,1393,63,current,2016-07-01
1394,1394,6,current,2019-10-03
1394,1394,6,current,2019-10-03
1395,1395,99,current,1996-05-24
1395,1395,99,current,1996-05-24
1396,1396,28,current,2024-04-20
1396,1396,28,current,2024-04-20
1397,1397,51,savings,2013-03-02
1397,1397,51,savings,2013-03-02
1398,1398,53,current,2007-11-13
1398,1398,53,current,2007-11-13
1399,1399,44,current,2009-04-14
1399,1399,44,current,2009-04-14
1400,1400,65,current,2009-10-09
1400,1400,65,current,2009-10-09
1401,1401,80,savings,2002-04-13
1401,1401,80,savings,2002-04-13
1402,1402,12,savings,2012-09-23
1402,1402,12,savings,2012-09-23
1403,1403,28,savings,2005-01-20
1403,1403,28,savings,2005-01-20
1404,1404,79,current,2018-02-20
1404,1404,79,current,2018-02-20
1405,1405,72,savings,2012-12-27
1405,1405,72,savings,2012-12-27
1406,1406,68,savings,2014-09-18
1406,1406,68,savings,2014-09-18
1407,1407,95,savings,2002-03-27
1407,1407,95,savings,2002-03-27
1408,1408,30,current,2009-05-17
1408,1408,30,current,2009-05-17
1409,1409,35,savings,2004-03-07
1409,1409,35,savings,2004-03-07
1410,1410,6,savings,2021-07-03
1410,1410,6,savings,2021-07-03
1411,1411,85,current,1997-06-21
1411,1411,85,current,1997-06-21
1412,1412,30,current,2001-05-13
1412,1412,30,current,2001-05-13
1413,1413,80,savings,1995-08-07
1413,1413,80,savings,1995-08-07
1414,1414,63,current,2017-03-18
1414,1414,63,current,2017-03-18
1415,1415,8,savings,2012-01-22
1415,1415,8,savings,2012-01-22
1416,1416,91,current,1995-11-04
1416,1416,91,current,1995-11-04
1417,1417,33,savings,2004-08-27
1417,1417,33,savings,2004-08-27
1418,1418,43,current,2018-08-02
1418,1418,43,current,2018-08-02
1419,1419,76,current,1995-06-24
1419,1419,76,current,1995-06-24
1420,1420,43,current,2020-10-21
1420,1420,43,current,2020-10-21
1421,1421,45,savings,2010-01-02
1421,1421,45,savings,2010-01-02
1422,1422,87,savings,2003-11-12
1422,1422,87,savings,2003-11-12
1423,1423,54,savings,2024-04-08
1423,1423,54,savings,2024-04-08
1424,1424,65,current,2016-11-13
1424,1424,65,current,2016-11-13
1425,1425,7,current,2003-04-06
1425,1425,7,current,2003-04-06
1426,1426,36,savings,2002-11-03
1426,1426,36,savings,2002-11-03
1427,1427,25,current,2020-11-26
1427,1427,25,current,2020-11-26
1428,1428,85,savings,2022-03-25
1428,1428,85,savings,2022-03-25
1429,1429,37,savings,2021-01-04
1429,1429,37,savings,2021-01-04
1430,1430,12,savings,2004-11-11
1430,1430,12,savings,2004-11-11
1431,1431,32,current,2000-04-13
1431,1431,32,current,2000-04-13
1432,1432,49,savings,2006-08-18
1432,1432,49,savings,2006-08-18
1433,1433,38,savings,2024-06-02
1433,1433,38,savings,2024-06-02
1434,1434,56,savings,2010-05-02
1434,1434,56,savings,2010-05-02
1435,1435,80,savings,2023-01-22
1435,1435,80,savings,2023-01-22
1436,1436,65,savings,2020-09-26
1436,1436,65,savings,2020-09-26
1437,1437,26,current,2008-05-24
1437,1437,26,current,2008-05-24
1438,1438,57,current,1999-04-11
1438,1438,57,current,1999-04-11
1439,1439,14,savings,2021-03-09
1439,1439,14,savings,2021-03-09
1440,1440,56,savings,2002-02-20
1440,1440,56,savings,2002-02-20
1441,1441,70,savings,2014-04-21
1441,1441,70,savings,2014-04-21
1442,1442,41,savings,1995-07-10
1442,1442,41,savings,1995-07-10
1443,1443,51,current,2004-08-09
1443,1443,51,current,2004-08-09
1444,1444,84,current,1995-06-12
1444,1444,84,current,1995-06-12
1445,1445,67,savings,2014-05-16
1445,1445,67,savings,2014-05-16
1446,1446,12,current,2012-01-27
1446,1446,12,current,2012-01-27
1447,1447,97,current,2010-05-18
1447,1447,97,current,2010-05-18
1448,1448,49,savings,1996-08-11
1448,1448,49,savings,1996-08-11
1449,1449,1,savings,2017-03-28
1449,1449,1,savings,2017-03-28
1450,1450,19,savings,2012-06-15
1450,1450,19,savings,2012-06-15
1451,1451,66,savings,2015-06-20
1451,1451,66,savings,2015-06-20
1452,1452,58,savings,2006-09-10
1452,1452,58,savings,2006-09-10
1453,1453,87,current,2023-04-12
1453,1453,87,current,2023-04-12
1454,1454,72,current,2023-09-23
1454,1454,72,current,2023-09-23
1455,1455,98,current,2010-04-21
1455,1455,98,current,2010-04-21
1456,1456,4,current,1999-03-15
1456,1456,4,current,1999-03-15
1457,1457,8,savings,2024-11-18
1457,1457,8,savings,2024-11-18
1458,1458,27,current,2001-05-18
1458,1458,27,current,2001-05-18
1459,1459,26,savings,2007-12-21
1459,1459,26,savings,2007-12-21
1460,1460,97,current,2016-03-08
1460,1460,97,current,2016-03-08
1461,1461,43,savings,2009-06-19
1461,1461,43,savings,2009-06-19
1462,1462,40,current,1999-06-19
1462,1462,40,current,1999-06-19
1463,1463,50,current,2013-09-20
1463,1463,50,current,2013-09-20
1464,1464,67,current,2017-07-19
1464,1464,67,current,2017-07-19
1465,1465,73,savings,2001-02-18
1465,1465,73,savings,2001-02-18
1466,1466,74,savings,2015-09-04
1466,1466,74,savings,2015-09-04
1467,1467,29,current,2009-01-01
1467,1467,29,current,2009-01-01
1468,1468,85,savings,1995-05-09
1468,1468,85,savings,1995-05-09
1469,1469,42,current,2014-05-10
1469,1469,42,current,2014-05-10
1470,1470,18,current,2011-07-23
1470,1470,18,current,2011-07-23
1471,1471,81,savings,2004-08-14
1471,1471,81,savings,2004-08-14
1472,1472,21,savings,2006-07-22
1472,1472,21,savings,2006-07-22
1473,1473,67,current,1999-06-04
1473,1473,67,current,1999-06-04
1474,1474,62,current,2018-05-08
1474,1474,62,current,2018-05-08
1475,1475,27,current,2012-01-12
1475,1475,27,current,2012-01-12
1476,1476,96,current,2005-06-21
1476,1476,96,current,2005-06-21
1477,1477,93,current,2022-08-07
1477,1477,93,current,2022-08-07
1478,1478,47,current,2022-10-08
1478,1478,47,current,2022-10-08
1479,1479,93,current,1999-05-19
1479,1479,93,current,1999-05-19
1480,1480,26,savings,2014-06-25
1480,1480,26,savings,2014-06-25
1481,1481,9,savings,2016-03-27
1481,1481,9,savings,2016-03-27
1482,1482,91,savings,2019-08-13
1482,1482,91,savings,2019-08-13
1483,1483,12,savings,2001-09-27
1483,1483,12,savings,2001-09-27
1484,1484,16,savings,2006-02-09
1484,1484,16,savings,2006-02-09
1485,1485,47,savings,1996-07-07
1485,1485,47,savings,1996-07-07
1486,1486,56,savings,2017-12-15
1486,1486,56,savings,2017-12-15
1487,1487,66,current,2007-10-23
1487,1487,66,current,2007-10-23
1488,1488,51,current,2018-10-18
1488,1488,51,current,2018-10-18
1489,1489,27,savings,2020-07-06
1489,1489,27,savings,2020-07-06
1490,1490,73,current,2004-02-10
1490,1490,73,current,2004-02-10
1491,1491,66,savings,1997-01-19
1491,1491,66,savings,1997-01-19
1492,1492,62,savings,2013-11-07
1492,1492,62,savings,2013-11-07
1493,1493,71,savings,2015-11-09
1493,1493,71,savings,2015-11-09
1494,1494,8,savings,2004-10-24
1494,1494,8,savings,2004-10-24
1495,1495,38,current,2022-12-12
1495,1495,38,current,2022-12-12
1496,1496,6,savings,1998-09-16
1496,1496,6,savings,1998-09-16
1497,1497,59,savings,1997-10-12
1497,1497,59,savings,1997-10-12
1498,1498,19,savings,2024-10-24
1498,1498,19,savings,2024-10-24
1499,1499,79,current,2003-06-09
1499,1499,79,current,2003-06-09
1500,1500,56,current,2001-01-02
1500,1500,56,current,2001-01-02
1501,1501,28,savings,2022-09-07
1501,1501,28,savings,2022-09-07
1502,1502,94,current,2008-12-01
1502,1502,94,current,2008-12-01
1503,1503,91,savings,2009-02-07
1503,1503,91,savings,2009-02-07
1504,1504,10,current,2022-07-01
1504,1504,10,current,2022-07-01
1505,1505,45,savings,2023-03-20
1505,1505,45,savings,2023-03-20
1506,1506,95,savings,2024-12-03
1506,1506,95,savings,2024-12-03
1507,1507,65,savings,2009-07-13
1507,1507,65,savings,2009-07-13
1508,1508,50,current,1999-10-22
1508,1508,50,current,1999-10-22
1509,1509,32,current,2018-11-02
1509,1509,32,current,2018-11-02
1510,1510,61,savings,2005-07-04
1510,1510,61,savings,2005-07-04
1511,1511,16,current,2003-02-25
1511,1511,16,current,2003-02-25
1512,1512,6,current,2017-05-07
1512,1512,6,current,2017-05-07
1513,1513,66,savings,2013-12-16
1513,1513,66,savings,2013-12-16
1514,1514,62,savings,2007-05-08
1514,1514,62,savings,2007-05-08
1515,1515,66,current,2024-12-11
1515,1515,66,current,2024-12-11
1516,1516,67,savings,2021-09-17
1516,1516,67,savings,2021-09-17
1517,1517,19,current,2017-03-10
1517,1517,19,current,2017-03-10
1518,1518,4,savings,2011-03-01
1518,1518,4,savings,2011-03-01
1519,1519,43,savings,2002-01-05
1519,1519,43,savings,2002-01-05
1520,1520,18,savings,2023-05-12
1520,1520,18,savings,2023-05-12
1521,1521,82,savings,2014-01-11
1521,1521,82,savings,2014-01-11
1522,1522,46,savings,2012-05-08
1522,1522,46,savings,2012-05-08
1523,1523,46,savings,2006-10-25
1523,1523,46,savings,2006-10-25
1524,1524,85,savings,2005-09-16
1524,1524,85,savings,2005-09-16
1525,1525,21,savings,2020-10-16
1525,1525,21,savings,2020-10-16
1526,1526,30,current,2010-01-08
1526,1526,30,current,2010-01-08
1527,1527,64,current,2021-06-16
1527,1527,64,current,2021-06-16
1528,1528,41,current,2001-06-18
1528,1528,41,current,2001-06-18
1529,1529,17,current,2015-09-13
1529,1529,17,current,2015-09-13
1530,1530,5,current,2010-03-13
1530,1530,5,current,2010-03-13
1531,1531,5,current,2011-11-17
1531,1531,5,current,2011-11-17
1532,1532,73,current,2021-12-04
1532,1532,73,current,2021-12-04
1533,1533,75,current,2012-12-06
1533,1533,75,current,2012-12-06
1534,1534,48,current,2023-07-01
1534,1534,48,current,2023-07-01
1535,1535,78,savings,2006-05-05
1535,1535,78,savings,2006-05-05
1536,1536,38,current,2003-11-06
1536,1536,38,current,2003-11-06
1537,1537,6,current,2018-05-02
1537,1537,6,current,2018-05-02
1538,1538,58,savings,2022-02-18
1538,1538,58,savings,2022-02-18
1539,1539,14,current,2010-10-06
1539,1539,14,current,2010-10-06
1540,1540,72,savings,2023-07-22
1540,1540,72,savings,2023-07-22
1541,1541,94,savings,2008-08-01
1541,1541,94,savings,2008-08-01
1542,1542,59,current,2020-02-03
1542,1542,59,current,2020-02-03
1543,1543,65,current,2024-01-20
1543,1543,65,current,2024-01-20
1544,1544,89,savings,2007-05-21
1544,1544,89,savings,2007-05-21
1545,1545,13,current,1997-11-26
1545,1545,13,current,1997-11-26
1546,1546,27,current,1999-09-11
1546,1546,27,current,1999-09-11
1547,1547,25,current,2016-05-24
1547,1547,25,current,2016-05-24
1548,1548,56,current,2003-05-24
1548,1548,56,current,2003-05-24
1549,1549,68,savings,2003-04-14
1549,1549,68,savings,2003-04-14
1550,1550,59,savings,2004-11-20
1550,1550,59,savings,2004-11-20
1551,1551,95,current,2006-05-04
1551,1551,95,current,2006-05-04
1552,1552,49,current,2004-05-13
1552,1552,49,current,2004-05-13
1553,1553,18,current,2006-11-14
1553,1553,18,current,2006-11-14
1554,1554,81,savings,2017-03-14
1554,1554,81,savings,2017-03-14
1555,1555,75,current,1997-11-03
1555,1555,75,current,1997-11-03
1556,1556,76,current,2004-09-03
1556,1556,76,current,2004-09-03
1557,1557,3,savings,2021-02-20
1557,1557,3,savings,2021-02-20
1558,1558,79,savings,2011-03-12
1558,1558,79,savings,2011-03-12
1559,1559,57,current,1997-01-22
1559,1559,57,current,1997-01-22
1560,1560,6,savings,2019-03-08
1560,1560,6,savings,2019-03-08
1561,1561,69,current,2019-12-13
1561,1561,69,current,2019-12-13
1562,1562,31,savings,2017-03-02
1562,1562,31,savings,2017-03-02
1563,1563,8,savings,2020-02-08
1563,1563,8,savings,2020-02-08
1564,1564,10,savings,2011-02-16
1564,1564,10,savings,2011-02-16
1565,1565,3,savings,1999-11-11
1565,1565,3,savings,1999-11-11
1566,1566,12,savings,2006-02-19
1566,1566,12,savings,2006-02-19
1567,1567,92,savings,2014-10-21
1567,1567,92,savings,2014-10-21
1568,1568,76,current,2024-05-09
1568,1568,76,current,2024-05-09
1569,1569,94,current,2008-04-19
1569,1569,94,current,2008-04-19
1570,1570,19,savings,2004-06-18
1570,1570,19,savings,2004-06-18
1571,1571,21,savings,2005-06-12
1571,1571,21,savings,2005-06-12
1572,1572,81,current,2000-01-03
1572,1572,81,current,2000-01-03
1573,1573,14,current,2013-10-28
1573,1573,14,current,2013-10-28
1574,1574,75,savings,2007-01-06
1574,1574,75,savings,2007-01-06
1575,1575,29,savings,2020-06-02
1575,1575,29,savings,2020-06-02
1576,1576,7,current,2014-02-15
1576,1576,7,current,2014-02-15
1577,1577,49,savings,2011-01-16
1577,1577,49,savings,2011-01-16
1578,1578,65,current,2005-10-24
1578,1578,65,current,2005-10-24
1579,1579,7,savings,2021-08-02
1579,1579,7,savings,2021-08-02
1580,1580,14,savings,2018-04-10
1580,1580,14,savings,2018-04-10
1581,1581,16,savings,2022-02-07
1581,1581,16,savings,2022-02-07
1582,1582,99,savings,2010-01-25
1582,1582,99,savings,2010-01-25
1583,1583,16,current,1996-11-13
1583,1583,16,current,1996-11-13
1584,1584,85,current,2015-09-28
1584,1584,85,current,2015-09-28
1585,1585,13,current,2023-08-25
1585,1585,13,current,2023-08-25
1586,1586,82,current,2011-05-09
1586,1586,82,current,2011-05-09
1587,1587,29,current,2002-04-24
1587,1587,29,current,2002-04-24
1588,1588,85,current,1996-04-06
1588,1588,85,current,1996-04-06
1589,1589,73,savings,2021-10-07
1589,1589,73,savings,2021-10-07
1590,1590,95,savings,2023-08-06
1590,1590,95,savings,2023-08-06
1591,1591,61,current,2010-10-17
1591,1591,61,current,2010-10-17
1592,1592,37,savings,2001-05-22
1592,1592,37,savings,2001-05-22
1593,1593,17,current,1995-08-28
1593,1593,17,current,1995-08-28
1594,1594,31,current,1997-04-19
1594,1594,31,current,1997-04-19
1595,1595,59,savings,2008-10-04
1595,1595,59,savings,2008-10-04
1596,1596,88,current,2018-08-01
1596,1596,88,current,2018-08-01
1597,1597,47,savings,2007-03-04
1597,1597,47,savings,2007-03-04
1598,1598,6,current,2019-06-19
1598,1598,6,current,2019-06-19
1599,1599,32,current,2012-04-23
1599,1599,32,current,2012-04-23
1600,1600,31,current,2007-12-19
1600,1600,31,current,2007-12-19
1601,1601,18,savings,2020-08-11
1601,1601,18,savings,2020-08-11
1602,1602,9,savings,2017-07-18
1602,1602,9,savings,2017-07-18
1603,1603,3,savings,2002-05-06
1603,1603,3,savings,2002-05-06
1604,1604,71,savings,2015-12-07
1604,1604,71,savings,2015-12-07
1605,1605,26,current,2005-08-04
1605,1605,26,current,2005-08-04
1606,1606,13,savings,2018-01-02
