transaction_id;account_id;customer_id;branch_id;transaction_date;currency_code;amount_original;amount_eur
1012376;4481;4481;36;2025-01-16;TRY;2534,84;63,37
1012391;1279;1279;30;2025-01-21;CHF;4116,84;4328,05
1012414;10;10;30;2025-03-03;JPY;3551,24;22,28
1012421;3164;3164;86;2025-01-24;AUD;9066,25;4533,13
1012433;2787;2787;67;2025-03-01;BGN;1249,77;624,89
1012439;813;813;37;2025-03-08;RON;5649,21;1129,84
1012452;2996;2996;98;2025-01-30;PLN;9565,76;2391,44
1012475;4618;4618;15;2025-01-11;PLN;6641,14;1660,29
1012483;4622;4622;64;2025-01-19;NOK;6788,76;565,73
1012504;494;494;69;2025-03-03;HUF;4271,57;10,69
1012523;2936;2936;44;2025-02-10;SEK;6131,16;557,38
1012604;2542;2542;25;2025-01-23;RON;720,41;144,08
1012649;1726;1726;29;2025-02-04;AUD;4765,87;2382,94
1012650;2526;2526;90;2025-03-02;RON;2495,25;499,05
1012667;4183;4183;4;2025-01-17;GBP;3714,86;4430,42
1012721;1466;1466;74;2025-02-11;RON;3193,11;638,62
1012738;3124;3124;26;2025-02-18;RON;595,11;119,02
1012744;1925;1925;82;2025-03-05;RON;3788,46;757,69
1012745;728;728;52;2025-02-07;HUF;7613,86;19,06
1012768;225;225;11;2025-03-09;AUD;8857,72;4428,86
1012781;4059;4059;63;2025-03-04;TRY;2484,22;62,11
1012791;948;948;89;2025-01-04;DKK;3570,36;510,05
1012817;2300;2300;82;2025-02-22;BGN;3019,32;1509,66
1012831;1605;1605;26;2025-02-27;HUF;3901,48;9,77
1012858;737;737;70;2025-02-12;RON;2649,52;529,9
1012860;4728;4728;67;2025-02-05;DKK;4541,73;648,82
1012928;2022;2022;38;2025-02-07;ISK;705,84;4,8
1012948;319;319;65;2025-03-10;CHF;1420,57;1493,45
1012949;2732;2732;53;2025-02-15;CHF;7333,73;7709,98
1012954;2141;2141;80;2025-03-06;AUD;5128,14;2564,07
1012975;783;783;33;2025-01-07;CHF;5181,78;5447,62
1012982;2484;2484;85;2025-02-07;JPY;1473,30;9,24
1013027;1030;1030;37;2025-01-13;PLN;225,35;56,34
1013032;3161;3161;50;2025-01-10;CZK;8348,18;333,93
1013036;1372;1372;83;2025-02-04;DKK;3448,24;492,61
1013041;2210;2210;24;2025-01-16;PLN;6106,10;1526,53
1013055;1027;1027;51;2025-02-01;SEK;8524,92;774,99
1013078;1070;1070;12;2025-02-11;NOK;3347,29;278,94
1013091;1106;1106;77;2025-03-09;TRY;5269,66;131,74
1013104;4535;4535;75;2025-03-01;CHF;4031,88;4238,73
1013132;1724;1724;61;2025-02-25;SEK;8705,96;791,45
1013150;4781;4781;12;2025-01-26;AUD;249,57;124,79
1013151;2883;2883;21;2025-01-10;HUF;913,42;2,29
1013164;446;446;25;2025-03-05;PLN;3656,92;914,23
1013173;3973;3973;9;2025-01-11;HUF;1406,26;3,52
1013191;2836;2836;54;2025-02-28;DKK;9068,43;1295,49
1013196;4232;4232;67;2025-03-06;ISK;5442,77;37,05
1013202;4927;4927;1;2025-01-02;GBP;4360,22;5200,09
1013214;1303;1303;94;2025-03-06;NOK;8757,44;729,79
1013227;4976;4976;2;2025-02-11;NOK;7229,96;602,5
1013251;4364;4364;51;2025-01-04;ISK;6876,48;46,81
1013272;634;634;31;2025-01-11;CZK;9248,74;369,95
1013277;4639;4639;5;2025-01-30;SEK;3978,69;361,7
1013287;3815;3815;60;2025-02-23;GBP;7131,73;8505,44
1013293;1855;1855;98;2025-02-05;CZK;5011,33;200,45
1013304;1413;1413;80;2025-03-07;CHF;1769,06;1859,82
1013322;1148;1148;9;2025-02-12;TRY;7820,48;195,51
1013323;4288;4288;58;2025-03-08;NOK;7819,34;651,61
1013359;2794;2794;33;2025-01-05;SEK;7410,87;673,72
1013371;4559;4559;76;2025-03-08;JPY;1773,66;11,13
1013375;1034;1034;10;2025-01-22;NOK;5657,96;471,5
1013379;4215;4215;50;2025-01-10;JPY;3404,27;21,36
1013394;167;167;43;2025-01-19;HUF;441,27;1,1
1013428;1067;1067;46;2025-01-18;BGN;6915,82;3457,91
1013432;3953;3953;58;2025-01-16;SEK;8578,91;779,9
1013498;4891;4891;57;2025-01-31;CZK;1035,99;41,44
1013506;4249;4249;78;2025-01-02;BGN;9437,92;4718,96
1013538;1999;1999;35;2025-01-30;AUD;4737,15;2368,57
1013550;1386;1386;81;2025-02-04;BGN;9878,25;4939,13
1013563;1051;1051;24;2025-01-14;ISK;7692,19;52,36
1013576;3480;3480;47;2025-03-08;PLN;275,65;68,91
1013584;172;172;51;2025-02-08;AUD;2240,34;1120,17
1013617;2906;2906;62;2025-02-02;CZK;8230,52;329,22
1013636;3290;3290;14;2025-01-14;CHF;1255,44;1319,85
1013654;847;847;97;2025-02-23;CHF;684,29;719,4
1013665;2907;2907;83;2025-02-21;ISK;1304,97;8,88
1013666;2829;2829;73;2025-01-30;TRY;6926,47;173,16
1013669;2185;2185;81;2025-01-03;ISK;2995,89;20,39
1013674;1251;1251;84;2025-01-23;NOK;3471,11;289,26
1013683;2558;2558;58;2025-02-15;JPY;2098,80;13,17
1013685;1635;1635;97;2025-02-17;NOK;1314,41;109,53
1013729;995;995;79;2025-01-29;CZK;2727,87;109,11
1013735;3382;3382;33;2025-02-15;SEK;5451,61;495,6
1013740;3477;3477;69;2025-02-14;HUF;154,38;0,39
1013748;3145;3145;15;2025-01-25;CZK;6832,45;273,3
1013767;1357;1357;8;2025-01-15;DKK;8467,04;1209,58
1013770;3057;3057;62;2025-02-05;CHF;9794,19;10296,67
1013788;4808;4808;87;2025-02-06;CZK;3306,88;132,28
1013815;2118;2118;30;2025-01-19;HUF;6063,11;15,18
1013829;4032;4032;13;2025-01-13;GBP;10,59;12,63
1013833;2680;2680;80;2025-01-19;TRY;1595,23;39,88
1013836;2179;2179;28;2025-01-04;BGN;4576,25;2288,13
1013837;221;221;45;2025-01-27;SEK;161,64;14,69
1013844;4847;4847;40;2025-02-28;AUD;3318,83;1659,42
1013908;2490;2490;78;2025-01-13;GBP;2992,03;3568,36
1013911;2201;2201;10;2025-01-09;HUF;6817,66;17,07
1013949;4043;4043;88;2025-02-08;HUF;3634,33;9,1
1013961;1780;1780;65;2025-02-12;CHF;7176,79;7544,99
1013969;3409;3409;21;2025-01-31;ISK;3589,53;24,44
1013987;3194;3194;85;2025-01-01;CZK;3251,69;130,07
1013991;2846;2846;90;2025-01-17;PLN;1874,00;468,5
1013994;3996;3996;27;2025-01-02;CHF;9804,10;10307,09
1013998;4258;4258;70;2025-01-24;CZK;1608,20;64,33
1014000;307;307;63;2025-03-08;TRY;9947,47;248,69
1014001;2299;2299;94;2025-02-23;JPY;8450,57;53,02
1014016;3446;3446;2;2025-01-17;GBP;9632,23;11487,59
1014098;2560;2560;32;2025-01-15;NOK;4411,00;367,58
1014112;3059;3059;92;2025-01-07;HUF;7623,68;19,09
1014146;2176;2176;23;2025-01-25;NOK;5558,15;463,18
1014171;1841;1841;72;2025-03-06;RON;9695,99;1939,2
1014189;2108;2108;77;2025-02-15;TRY;9627,84;240,7
1014194;1667;1667;42;2025-02-01;RON;1704,70;340,94
1014199;3498;3498;50;2025-02-08;SEK;7483,73;680,34
1014202;1213;1213;32;2025-02-11;PLN;1058,52;264,63
1014213;1746;1746;43;2025-02-12;SEK;3606,01;327,82
1014239;2195;2195;4;2025-03-02;GBP;2102,14;2507,05
1014240;1927;1927;10;2025-01-21;NOK;7645,96;637,16
1014263;3445;3445;42;2025-01-22;BGN;9622,31;4811,16
1014276;437;437;81;2025-01-27;GBP;8166,91;9740,02
1014289;1395;1395;99;2025-01-29;DKK;8733,76;1247,68
1014306;3087;3087;49;2025-02-20;HUF;7481,22;18,73
1014314;1939;1939;24;2025-02-12;TRY;212,31;5,31
1014325;4415;4415;38;2025-01-28;TRY;3720,82;93,02
1014326;3548;3548;93;2025-01-25;AUD;1097,01;548,51
1014335;1227;1227;55;2025-02-13;HUF;1793,14;4,49
1014344;1390;1390;31;2025-03-03;NOK;5870,32;489,19
1014373;4393;4393;83;2025-02-19;NOK;6230,09;519,17
1014375;648;648;15;2025-02-28;AUD;2337,95;1168,97
1014382;4476;4476;75;2025-03-06;GBP;4840,61;5773,01
1014386;3230;3230;73;2025-03-01;TRY;6823,15;170,58
1014389;4930;4930;30;2025-02-21;HUF;5421,80;13,57
1014393;1100;1100;23;2025-02-02;CZK;5437,80;217,51
1014401;1995;1995;23;2025-03-10;CZK;7822,91;312,92
1014403;2616;2616;56;2025-02-17;JPY;9150,15;57,41
1014425;1792;1792;64;2025-03-09;PLN;8428,94;2107,24
1014455;3128;3128;13;2025-03-03;GBP;6824,54;8139,08
1014465;1755;1755;92;2025-02-28;JPY;8473,94;53,16
1014472;3378;3378;17;2025-02-14;DKK;8657,10;1236,73
1014478;2227;2227;90;2025-01-25;HUF;9601,51;24,04
1014481;1014;1014;63;2025-03-08;CZK;5935,84;237,43
1014524;3612;3612;83;2025-03-05;BGN;8765,20;4382,6
1014529;4464;4464;74;2025-03-07;TRY;9659,03;241,48
1014546;902;902;4;2025-01-27;GBP;5038,71;6009,27
1014560;2547;2547;23;2025-01-10;SEK;7807,36;709,76
1014588;4931;4931;11;2025-03-08;JPY;788,43;4,95
1014591;4320;4320;44;2025-02-17;PLN;9689,71;2422,43
1014598;1259;1259;36;2025-03-08;CZK;9536,72;381,47
1014604;4051;4051;85;2025-01-04;PLN;2197,72;549,43
1014607;4058;4058;49;2025-02-28;ISK;6083,86;41,41
1014614;4928;4928;15;2025-02-10;NOK;3373,42;281,12
1014654;4912;4912;93;2025-01-26;DKK;97,09;13,87
1014671;4717;4717;24;2025-01-09;TRY;5250,54;131,26
1014715;1704;1704;22;2025-02-14;RON;9228,34;1845,67
1014740;3085;3085;40;2025-02-13;ISK;856,71;5,83
1014746;833;833;52;2025-01-05;TRY;1362,01;34,05
1014759;2055;2055;39;2025-01-06;JPY;8999,45;56,46
1014764;3596;3596;75;2025-01-17;CZK;714,49;28,58
1014769;4222;4222;45;2025-01-19;CHF;7025,21;7385,63
1014783;4013;4013;45;2025-03-03;PLN;2933,68;733,42
1014794;3557;3557;94;2025-01-28;DKK;9881,83;1411,69
1014801;4506;4506;74;2025-01-18;RON;9584,56;1916,91
1014813;3961;3961;41;2025-02-24;BGN;7495,59;3747,8
1014830;685;685;3;2025-01-02;RON;3851,31;770,26
1014838;3720;3720;25;2025-01-07;PLN;5558,96;1389,74
1014854;2822;2822;76;2025-01-05;NOK;9818,82;818,24
1014857;998;998;61;2025-01-01;ISK;1535,93;10,46
1014866;1338;1338;5;2025-01-23;PLN;2446,73;611,68
1014882;494;494;69;2025-01-31;BGN;4443,30;2221,65
1014895;4617;4617;63;2025-02-11;CZK;9549,69;381,99
1014904;1820;1820;2;2025-02-26;TRY;4017,83;100,45
1014931;3087;3087;49;2025-01-30;DKK;3406,18;486,6
1014935;3867;3867;49;2025-01-22;RON;20,14;4,03
1014973;1788;1788;89;2025-01-15;TRY;2186,47;54,66
1014979;4889;4889;99;2025-02-08;DKK;8673,47;1239,07
1014982;909;909;83;2025-01-05;ISK;3163,38;21,53
1014989;4007;4007;77;2025-02-21;TRY;6888,52;172,21
1015001;2066;2066;11;2025-02-08;BGN;9312,12;4656,06
1015015;2740;2740;52;2025-01-13;GBP;2459,16;2932,84
1015021;3497;3497;13;2025-01-24;GBP;5043,41;6014,87
1015025;1796;1796;76;2025-01-13;CHF;9825,68;10329,77
1015032;4684;4684;50;2025-01-10;GBP;844,94;1007,69
1015034;3929;3929;70;2025-02-23;RON;3845,17;769,03
1015040;163;163;47;2025-02-03;JPY;2775,79;17,42
1015051;4667;4667;51;2025-02-24;ISK;4708,42;32,05
1015067;3441;3441;2;2025-02-22;ISK;7761,18;52,83
1015071;1450;1450;19;2025-03-02;NOK;8259,98;688,33
1015081;3381;3381;11;2025-02-21;GBP;2770,81;3304,52
1015110;2838;2838;18;2025-01-11;SEK;3495,40;317,76
1015173;4883;4883;68;2025-02-05;SEK;3497,46;317,95
1015175;4217;4217;40;2025-02-07;RON;7050,93;1410,19
1015191;939;939;99;2025-01-31;PLN;5212,53;1303,13
1015244;4955;4955;56;2025-01-22;GBP;9321,00;11116,41
1015321;482;482;99;2025-01-02;CZK;8733,53;349,34
1015345;1410;1410;6;2025-01-13;TRY;1061,69;26,54
1015354;3469;3469;99;2025-02-14;NOK;9141,80;761,82
1015364;2361;2361;65;2025-01-31;RON;8243,08;1648,62
1015371;58;58;45;2025-01-22;NOK;9647,62;803,97
1015388;4379;4379;13;2025-02-19;AUD;5966,79;2983,4
1015407;2796;2796;24;2025-01-13;AUD;1152,31;576,16
1015409;476;476;37;2025-02-20;CHF;3274,75;3442,76
1015412;1787;1787;82;2025-01-25;TRY;9877,51;246,94
1015450;4482;4482;1;2025-02-04;SEK;7512,28;682,93
1015463;3599;3599;13;2025-03-05;AUD;7040,01;3520,01
1015470;3619;3619;3;2025-02-03;PLN;5361,05;1340,26
1015505;1704;1704;22;2025-03-08;TRY;3697,78;92,44
1015526;1552;1552;49;2025-02-12;AUD;7958,47;3979,24
1015543;2804;2804;93;2025-01-23;SEK;545,77;49,62
1015563;2455;2455;17;2025-03-09;RON;4409,72;881,94
1015582;2343;2343;26;2025-02-21;BGN;4610,39;2305,2
1015609;4774;4774;15;2025-01-08;CZK;526,39;21,06
1015617;4872;4872;9;2025-01-17;AUD;6043,42;3021,71
1015635;675;675;31;2025-01-28;AUD;1562,08;781,04
1015636;1579;1579;7;2025-03-09;SEK;1998,89;181,72
1015637;1065;1065;77;2025-02-20;CHF;3912,72;4113,46
1015656;1300;1300;75;2025-03-04;ISK;8690,11;59,16
1015657;1210;1210;48;2025-02-05;AUD;2465,89;1232,95
1015660;4312;4312;36;2025-03-01;SEK;999,13;90,83
1015662;1590;1590;95;2025-02-04;AUD;422,86;211,43
1015679;1427;1427;25;2025-02-01;BGN;3948,65;1974,33
1015685;4901;4901;30;2025-02-10;JPY;6654,60;41,75
1015692;3829;3829;15;2025-02-08;TRY;7758,43;193,96
1015743;1034;1034;10;2025-02-06;SEK;8829,12;802,65
1015762;3505;3505;12;2025-01-12;NOK;8488,24;707,35
1015764;2104;2104;66;2025-02-21;DKK;7547,53;1078,22
1015769;2790;2790;56;2025-01-09;GBP;134,45;160,35
1015781;782;782;59;2025-01-01;ISK;6190,12;42,14
1015784;3201;3201;40;2025-01-15;TRY;4982,65;124,57
1015794;396;396;73;2025-02-18;HUF;2934,85;7,35
1015845;1612;1612;36;2025-02-28;PLN;3792,65;948,16
1015859;3210;3210;26;2025-03-07;TRY;6334,45;158,36
1015870;2989;2989;69;2025-01-12;SEK;7953,39;723,04
1015913;2237;2237;43;2025-03-08;HUF;1802,19;4,51
1015915;3426;3426;39;2025-01-31;BGN;5720,64;2860,32
1015932;4601;4601;93;2025-01-17;RON;9621,05;1924,21
1015951;1932;1932;73;2025-01-29;GBP;2509,23;2992,56
1015959;1243;1243;26;2025-01-22;PLN;7340,18;1835,05
1016013;441;441;61;2025-02-22;PLN;9800,66;2450,17
1016051;1546;1546;27;2025-03-05;RON;7782,67;1556,53
1016058;2875;2875;76;2025-01-04;TRY;6320,69;158,02
1016085;3426;3426;39;2025-01-28;TRY;9709,49;242,74
1016090;2620;2620;20;2025-02-25;JPY;4630,26;29,05
1016092;2030;2030;94;2025-01-31;PLN;513,54;128,39
1016105;1554;1554;81;2025-02-02;DKK;2692,95;384,71
1016125;1149;1149;78;2025-02-01;CHF;3114,81;3274,61
1016165;3279;3279;79;2025-01-26;ISK;5308,95;36,14
1016185;1151;1151;55;2025-01-24;RON;1181,83;236,37
1016224;3783;3783;54;2025-02-12;TRY;9542,29;238,56
1016245;1618;1618;45;2025-02-03;RON;5405,46;1081,09
1016291;72;72;75;2025-02-27;CHF;6551,06;6887,15
1016312;2324;2324;47;2025-03-04;DKK;2155,19;307,88
1016345;3414;3414;67;2025-02-15;AUD;925,24;462,62
1016357;4842;4842;39;2025-01-19;BGN;9554,77;4777,39
1016365;4315;4315;87;2025-01-21;ISK;941,73;6,41
1016375;4395;4395;84;2025-01-25;DKK;1647,72;235,39
1016384;1778;1778;38;2025-02-07;HUF;2647,44;6,63
1016397;1246;1246;31;2025-01-22;GBP;1467,95;1750,71
1016412;1175;1175;78;2025-02-17;PLN;7666,35;1916,59
1016446;4008;4008;64;2025-01-27;JPY;5499,56;34,5
1016479;868;868;75;2025-01-08;BGN;4780,53;2390,27
1016491;4894;4894;67;2025-03-01;JPY;7932,47;49,77
1016509;4301;4301;95;2025-02-08;TRY;6395,21;159,88
1016531;398;398;90;2025-02-20;ISK;2018,32;13,74
1016536;1565;1565;3;2025-03-03;ISK;1239,62;8,44
1016543;3705;3705;29;2025-02-08;AUD;3076,56;1538,28
1016567;2858;2858;60;2025-01-13;SEK;1000,36;90,94
1016575;1385;1385;77;2025-03-02;ISK;1841,64;12,54
1016595;2603;2603;82;2025-01-08;RON;2917,75;583,55
1016613;3964;3964;90;2025-02-22;PLN;180,08;45,02
1016635;3209;3209;30;2025-01-16;GBP;2656,79;3168,54
1016643;3487;3487;25;2025-01-11;SEK;6308,67;573,52
1016647;2174;2174;41;2025-01-02;GBP;9761,30;11641,52
1016655;1097;1097;64;2025-02-04;ISK;6521,78;44,4
1016675;3949;3949;35;2025-02-10;TRY;4828,75;120,72
1016688;4201;4201;7;2025-03-10;DKK;6174,64;882,09
1016689;3779;3779;27;2025-02-02;JPY;3354,93;21,05
1016697;3924;3924;73;2025-01-29;ISK;1435,81;9,77
1016705;1108;1108;25;2025-03-06;CZK;9459,20;378,37
1016746;4384;4384;67;2025-02-06;GBP;2630,02;3136,61
1016752;3700;3700;11;2025-03-01;JPY;3729,79;23,4
1016775;4933;4933;52;2025-03-06;BGN;1226,72;613,36
1016805;3039;3039;38;2025-01-23;DKK;9751,44;1393,06
1016815;4544;4544;85;2025-02-06;BGN;1107,41;553,71
1016824;3372;3372;47;2025-01-10;HUF;4304,43;10,78
1016850;1524;1524;85;2025-02-26;PLN;8344,48;2086,12
1016856;4330;4330;2;2025-01-23;HUF;7697,50;19,27
1016886;4333;4333;21;2025-01-25;CZK;9400,39;376,02
1016889;2590;2590;31;2025-01-28;NOK;5733,24;477,77
1016898;748;748;25;2025-03-10;AUD;3606,97;1803,49
1016903;3022;3022;56;2025-02-14;TRY;4639,33;115,98
1016906;2880;2880;2;2025-02-04;NOK;8639,00;719,92
1016913;162;162;24;2025-01-25;SEK;6992,87;635,72
1016922;2821;2821;10;2025-01-12;TRY;3296,41;82,41
1016962;3114;3114;47;2025-02-12;CZK;9641,85;385,67
1016974;3447;3447;87;2025-02-22;DKK;9062,08;1294,58
1016980;2411;2411;28;2025-01-06;GBP;5498,84;6558,03
1016993;4820;4820;82;2025-01-15;HUF;2774,51;6,95
1017007;1334;1334;29;2025-01-31;NOK;1685,21;140,43
1017026;3600;3600;13;2025-02-15;JPY;8781,91;55,1
1017057;4025;4025;32;2025-02-11;HUF;5934,27;14,86
1017060;2773;2773;62;2025-03-03;HUF;3447,90;8,63
1017072;1884;1884;7;2025-02-18;HUF;7345,28;18,39
1017085;3033;3033;95;2025-01-22;GBP;3956,08;4718,1
1017096;693;693;61;2025-03-10;HUF;1778,94;4,45
1017098;1984;1984;99;2025-02-13;CZK;7924,72;316,99
1017106;1575;1575;29;2025-02-12;GBP;5766,72;6877,51
1017110;4214;4214;99;2025-01-26;HUF;8556,66;21,42
1017138;2263;2263;90;2025-02-27;AUD;93,13;46,57
1017144;1437;1437;26;2025-02-25;ISK;9462,56;64,41
1017149;4430;4430;36;2025-02-11;PLN;9923,32;2480,83
1017152;3133;3133;62;2025-02-22;NOK;3546,88;295,57
1017206;2591;2591;29;2025-01-23;BGN;3839,10;1919,55
1017271;955;955;24;2025-02-11;CHF;3385,13;3558,8
1017275;178;178;86;2025-01-10;HUF;6835,07;17,11
1017290;1390;1390;31;2025-01-09;PLN;3550,37;887,59
1017302;2;2;63;2025-01-09;CZK;4523,16;180,93
1017329;3131;3131;73;2025-03-04;HUF;2770,33;6,94
1017352;2138;2138;26;2025-01-11;HUF;9581,60;23,99
1017365;4591;4591;34;2025-02-25;PLN;7686,12;1921,53
1017392;4465;4465;46;2025-01-14;BGN;4276,79;2138,4
1017448;517;517;50;2025-02-27;GBP;3156,96;3765,05
1017480;1836;1836;56;2025-01-27;PLN;4824,53;1206,13
1017486;1834;1834;2;2025-03-05;TRY;3904,39;97,61
1017497;3277;3277;83;2025-01-31;JPY;1732,83;10,87
1017509;943;943;68;2025-02-08;DKK;1568,96;224,14
1017522;3996;3996;27;2025-01-13;AUD;7665,14;3832,57
1017585;956;956;59;2025-02-23;CHF;824,11;866,39
1017602;1829;1829;68;2025-02-02;RON;7620,23;1524,05
1017604;1337;1337;19;2025-01-22;RON;4975,74;995,15
1017612;2455;2455;17;2025-03-09;SEK;4519,99;410,91
1017623;1834;1834;2;2025-01-04;ISK;5093,13;34,67
1017657;197;197;35;2025-01-29;AUD;6789,47;3394,74
1017687;4537;4537;43;2025-01-14;PLN;4288,65;1072,16
1017693;3254;3254;32;2025-01-31;PLN;1965,66;491,42
1017710;81;81;1;2025-02-24;PLN;5290,32;1322,58
1017725;70;70;70;2025-02-20;CZK;5451,97;218,08
1017746;4219;4219;49;2025-01-20;NOK;8949,17;745,76
1017788;2576;2576;32;2025-01-09;BGN;8940,76;4470,38
1017805;948;948;89;2025-01-11;SEK;2154,51;195,86
1017876;122;122;48;2025-02-21;PLN;3584,65;896,16
1017884;1133;1133;69;2025-01-10;TRY;6717,69;167,94
1017890;4276;4276;75;2025-02-27;ISK;3679,45;25,05
1017899;2030;2030;94;2025-01-05;GBP;2666,91;3180,61
1017920;660;660;99;2025-02-21;GBP;4084,26;4870,97
1017942;4311;4311;55;2025-02-14;DKK;2360,02;337,15
1017949;162;162;24;2025-01-01;DKK;7818,50;1116,93
1017966;4717;4717;24;2025-01-22;CHF;6085,47;6397,68
1017992;2156;2156;48;2025-01-15;BGN;9532,46;4766,23
1017996;4935;4935;9;2025-01-15;NOK;1462,03;121,84
1018103;2570;2570;77;2025-02-19;CHF;6508,64;6842,56
1018144;4334;4334;90;2025-01-26;SEK;3150,35;286,4
1018178;2525;2525;97;2025-02-08;TRY;6761,70;169,04
1018208;752;752;43;2025-01-30;RON;1881,59;376,32
1018210;1890;1890;80;2025-01-08;ISK;2853,88;19,43
1018235;2528;2528;97;2025-01-01;CZK;6920,53;276,82
1018250;2554;2554;1;2025-03-08;SEK;1734,64;157,69
1018265;2575;2575;52;2025-02-20;CHF;7863,80;8267,24
1018277;4000;4000;41;2025-02-28;RON;3283,41;656,68
1018282;4422;4422;92;2025-02-07;GBP;3469,42;4137,7
1018294;2496;2496;55;2025-01-02;NOK;539,54;44,96
1018306;4965;4965;8;2025-02-11;NOK;604,65;50,39
1018310;1074;1074;50;2025-01-23;AUD;7753,56;3876,78
1018328;4568;4568;98;2025-02-10;ISK;3179,07;21,64
1018345;3584;3584;53;2025-02-07;HUF;182,83;0,46
1018365;3603;3603;20;2025-02-18;RON;9798,48;1959,7
1018380;2289;2289;67;2025-01-11;BGN;9277,95;4638,98
1018389;399;399;78;2025-01-21;RON;7218,34;1443,67
1018391;3587;3587;52;2025-01-13;DKK;984,30;140,61
1018395;548;548;94;2025-02-01;BGN;5352,39;2676,2
1018406;3254;3254;32;2025-01-08;HUF;5175,23;12,96
1018507;4409;4409;35;2025-02-16;AUD;8614,52;4307,26
1018510;4760;4760;77;2025-01-14;RON;4273,27;854,65
1018515;4576;4576;98;2025-02-28;JPY;3501,06;21,97
1018522;2045;2045;57;2025-03-02;JPY;8676,95;54,44
1018528;2620;2620;20;2025-03-04;CHF;1468,25;1543,58
1018558;1673;1673;23;2025-03-09;GBP;3005,32;3584,2
1018567;2544;2544;74;2025-03-04;GBP;1533,65;1829,06
1018580;2686;2686;97;2025-01-30;TRY;1064,95;26,62
1018591;1683;1683;6;2025-01-20;AUD;813,22;406,61
1018598;2394;2394;7;2025-01-24;DKK;3330,31;475,76
1018602;3894;3894;83;2025-01-19;BGN;1832,35;916,18
1018620;4512;4512;9;2025-02-27;HUF;2023,32;5,07
1018633;3253;3253;66;2025-01-20;TRY;2340,81;58,52
1018635;2063;2063;37;2025-03-04;BGN;918,90;459,45
1018661;424;424;41;2025-01-01;JPY;133,73;0,84
1018682;4886;4886;75;2025-02-24;ISK;8055,22;54,83
1018691;2886;2886;81;2025-01-06;GBP;8542,19;10187,59
1018694;1776;1776;44;2025-02-20;HUF;8737,79;21,87
1018695;2164;2164;86;2025-02-20;TRY;919,49;22,99
1018696;4121;4121;74;2025-02-01;CZK;738,64;29,55
1018698;351;351;58;2025-02-14;NOK;6108,86;509,07
1018712;3017;3017;26;2025-02-18;DKK;7557,55;1079,65
1018731;2559;2559;81;2025-02-08;TRY;402,29;10,06
1018739;532;532;75;2025-02-13;DKK;1355,18;193,6
1018746;3354;3354;79;2025-02-01;BGN;2101,18;1050,59
1018761;704;704;77;2025-02-26;CZK;5121,37;204,85
1018773;278;278;70;2025-01-14;HUF;8700,59;21,78
1018774;3983;3983;16;2025-03-03;RON;2412,81;482,56
1018783;4428;4428;39;2025-02-23;ISK;9679,98;65,9
1018813;4287;4287;51;2025-01-08;AUD;1246,72;623,36
1018821;469;469;83;2025-01-26;DKK;7214,58;1030,65
1018833;3313;3313;12;2025-02-07;NOK;4149,35;345,78
1018854;555;555;26;2025-03-02;CZK;9635,33;385,41
1018887;851;851;2;2025-01-16;NOK;2557,92;213,16
1018889;1631;1631;71;2025-01-18;HUF;5702,34;14,28
1018914;4926;4926;23;2025-01-24;BGN;8744,35;4372,18
1018922;2663;2663;78;2025-02-23;JPY;1416,42;8,89
1018956;1346;1346;45;2025-03-06;AUD;8208,56;4104,28
1018959;4963;4963;92;2025-02-21;ISK;8466,69;57,64
1018981;4086;4086;45;2025-02-02;CZK;5673,26;226,93
1018982;871;871;67;2025-02-18;AUD;9397,00;4698,5
1019009;987;987;63;2025-02-19;DKK;7458,57;1065,51
1019012;3770;3770;14;2025-01-07;CZK;7367,42;294,7
1019047;3597;3597;51;2025-02-10;HUF;8542,64;21,39
1019048;4709;4709;51;2025-02-08;AUD;7781,16;3890,58
1019052;4527;4527;3;2025-02-06;RON;9074,45;1814,89
1019054;595;595;42;2025-01-08;DKK;5990,14;855,73
1019062;3875;3875;9;2025-01-31;ISK;7607,23;51,79
1019081;95;95;32;2025-02-15;AUD;8812,81;4406,41
1019109;248;248;39;2025-02-05;DKK;427,40;61,06
1019112;3930;3930;62;2025-02-25;TRY;7045,23;176,13
1019123;1810;1810;81;2025-02-22;BGN;6120,90;3060,45
1019161;3545;3545;43;2025-01-03;JPY;3520,53;22,09
1019175;1526;1526;30;2025-02-27;PLN;5238,87;1309,72
1019180;2082;2082;77;2025-03-01;CZK;4259,10;170,36
1019183;3900;3900;71;2025-01-27;PLN;4530,00;1132,5
1019189;3557;3557;94;2025-01-14;ISK;7368,92;50,16
1019192;2321;2321;12;2025-01-11;PLN;2490,90;622,73
1019271;24;24;90;2025-01-02;HUF;9081,70;22,74
1019279;2937;2937;30;2025-01-02;GBP;9265,52;11050,25
1019287;3306;3306;9;2025-02-15;PLN;8672,00;2168,0
1019297;1422;1422;87;2025-01-05;NOK;6969,80;580,82
1019303;1739;1739;24;2025-01-30;DKK;3394,28;484,9
1019337;1081;1081;96;2025-01-26;RON;5472,11;1094,42
1019347;273;273;52;2025-01-06;AUD;5953,93;2976,97
1019367;909;909;83;2025-02-07;CHF;2376,58;2498,51
1019373;319;319;65;2025-02-07;PLN;3326,00;831,5
1019380;3916;3916;8;2025-01-18;NOK;6628,38;552,37
1019465;2657;2657;19;2025-02-04;SEK;7128,82;648,07
