customer_id,account_id,branch_id,transaction_date,total_amount_eur,txn_count,non_eur_without_fx_rows
4448,4448,27,2025-02-22,103.76,2,0
4782,4782,27,2025-02-22,3969.70,2,0
840,840,28,2025-02-22,20426.79,2,0
1050,1050,28,2025-02-22,966.29,2,0
1396,1396,28,2025-02-22,34.75,2,0
2438,2438,28,2025-02-22,15.08,2,0
2516,2516,28,2025-02-22,9684.36,2,0
2922,2922,28,2025-02-22,429.39,2,0
4002,4002,28,2025-02-22,1192.20,2,0
28,28,29,2025-02-22,19541.21,2,0
669,669,29,2025-02-22,16620.88,2,0
1467,1467,29,2025-02-22,6078.25,2,0
1950,1950,29,2025-02-22,15007.98,2,0
2317,2317,29,2025-02-22,36.40,2,0
2591,2591,29,2025-02-22,3171.34,2,0
2611,2611,29,2025-02-22,306.33,2,0
3329,3329,29,2025-02-22,3293.68,2,0
3790,3790,29,2025-02-22,487.38,2,0
3808,3808,29,2025-02-22,3958.85,2,0
3853,3853,29,2025-02-22,30.68,2,0
4189,4189,29,2025-02-22,1757.94,2,0
4892,4892,29,2025-02-22,844.13,2,0
332,332,30,2025-02-22,210.24,2,0
656,656,30,2025-02-22,76.16,2,0
1908,1908,30,2025-02-22,2961.80,2,0
2206,2206,30,2025-02-22,286.71,2,0
3209,3209,30,2025-02-22,4317.87,2,0
3611,3611,30,2025-02-22,6019.33,2,0
3664,3664,30,2025-02-22,1249.45,2,0
4355,4355,30,2025-02-22,23574.45,2,0
4468,4468,30,2025-02-22,291.92,2,0
4523,4523,30,2025-02-22,9709.95,2,0
4901,4901,30,2025-02-22,1031.03,2,0
4934,4934,30,2025-02-22,46.57,2,0
427,427,31,2025-02-22,8290.59,2,0
2139,2139,31,2025-02-22,298.25,2,0
2313,2313,31,2025-02-22,3970.21,2,0
2509,2509,31,2025-02-22,59.72,2,0
3564,3564,31,2025-02-22,2847.09,2,0
4966,4966,31,2025-02-22,336.20,2,0
101,101,32,2025-02-22,13176.77,2,0
1431,1431,32,2025-02-22,386.60,4,0
2391,2391,32,2025-02-22,18871.15,4,0
2560,2560,32,2025-02-22,523.96,2,0
2576,2576,32,2025-02-22,108.21,2,0
2578,2578,32,2025-02-22,2470.73,4,0
2612,2612,32,2025-02-22,40.58,2,0
2755,2755,32,2025-02-22,9.90,2,0
3115,3115,32,2025-02-22,82.91,2,0
3909,3909,32,2025-02-22,19.14,2,0
4637,4637,32,2025-02-22,1208.21,2,0
76,76,33,2025-02-22,91.67,2,0
114,114,33,2025-02-22,3776.70,2,0
125,125,33,2025-02-22,6494.40,2,0
783,783,33,2025-02-22,4510.03,4,0
1417,1417,33,2025-02-22,17.59,2,0
2407,2407,33,2025-02-22,92.83,2,0
3272,3272,33,2025-02-22,42.31,2,0
4348,4348,33,2025-02-22,18536.25,2,0
4996,4996,33,2025-02-22,968.45,2,0
373,373,34,2025-02-22,4997.52,4,0
497,497,34,2025-02-22,945.40,2,0
3068,3068,34,2025-02-22,15.39,2,0
3552,3552,34,2025-02-22,37.92,2,0
3561,3561,34,2025-02-22,1.96,2,0
4098,4098,34,2025-02-22,90.35,2,0
568,568,35,2025-02-22,97.39,2,0
1335,1335,35,2025-02-22,45.78,2,0
1867,1867,35,2025-02-22,700.41,2,0
2213,2213,35,2025-02-22,49.47,2,0
3374,3374,35,2025-02-22,36.23,2,0
3962,3962,35,2025-02-22,2595.96,2,0
4033,4033,35,2025-02-22,1376.45,2,0
132,132,36,2025-02-22,2840.96,2,0
255,255,36,2025-02-22,673.83,2,0
1299,1299,36,2025-02-22,312.53,2,0
410,410,37,2025-02-22,2513.28,2,0
973,973,37,2025-02-22,304.81,2,0
2405,2405,37,2025-02-22,588.68,2,0
2409,2409,37,2025-02-22,784.93,2,0
3196,3196,37,2025-02-22,1319.57,2,0
3264,3264,37,2025-02-22,14.67,2,0
3952,3952,37,2025-02-22,3639.11,2,0
1657,1657,38,2025-02-22,37.24,2,0
2022,2022,38,2025-02-22,17.83,2,0
2129,2129,38,2025-02-22,9249.70,4,0
2288,2288,38,2025-02-22,531.32,2,0
2467,2467,38,2025-02-22,1044.45,4,0
2942,2942,38,2025-02-22,270.92,2,0
3650,3650,38,2025-02-22,739.21,2,0
3706,3706,38,2025-02-22,3423.23,2,0
4740,4740,38,2025-02-22,4993.97,4,0
141,141,39,2025-02-22,13.41,2,0
1136,1136,39,2025-02-22,19253.73,2,0
2226,2226,39,2025-02-22,42.31,2,0
2867,2867,39,2025-02-22,66.22,2,0
2939,2939,39,2025-02-22,760.03,2,0
2966,2966,39,2025-02-22,8256.33,2,0
3284,3284,39,2025-02-22,1488.10,2,0
4011,4011,39,2025-02-22,4322.21,4,0
722,722,40,2025-02-22,687.29,2,0
1880,1880,40,2025-02-22,431.81,2,0
2165,2165,40,2025-02-22,4.30,2,0
4052,4052,40,2025-02-22,939.96,2,0
4366,4366,40,2025-02-22,509.71,2,0
406,406,41,2025-02-22,6212.71,2,0
1442,1442,41,2025-02-22,15519.05,2,0
1623,1623,41,2025-02-22,419.39,2,0
1702,1702,41,2025-02-22,2718.67,4,0
1733,1733,41,2025-02-22,586.46,2,0
2619,2619,41,2025-02-22,6214.39,2,0
2929,2929,41,2025-02-22,17386.52,2,0
3451,3451,41,2025-02-22,33.26,2,0
3740,3740,41,2025-02-22,10047.49,4,0
3801,3801,41,2025-02-22,4270.17,4,0
4047,4047,41,2025-02-22,115.33,2,0
1038,1038,42,2025-02-22,3149.60,2,0
1096,1096,42,2025-02-22,200.76,2,0
2403,2403,42,2025-02-22,2496.64,2,0
2848,2848,42,2025-02-22,1366.83,2,0
3592,3592,42,2025-02-22,48.87,2,0
4373,4373,42,2025-02-22,92.57,2,0
508,508,43,2025-02-22,33.58,2,0
781,781,43,2025-02-22,37.92,2,0
1646,1646,43,2025-02-22,8118.31,2,0
1693,1693,43,2025-02-22,100.40,2,0
3077,3077,43,2025-02-22,6292.80,2,0
3392,3392,43,2025-02-22,5.83,2,0
3793,3793,43,2025-02-22,5281.63,4,0
922,922,44,2025-02-22,4508.26,2,0
1221,1221,44,2025-02-22,1417.65,2,0
2029,2029,44,2025-02-22,67.04,2,0
2573,2573,44,2025-02-22,3937.11,2,0
2676,2676,44,2025-02-22,3879.66,4,0
2998,2998,44,2025-02-22,208.05,4,0
4285,4285,44,2025-02-22,2148.36,2,0
1242,1242,45,2025-02-22,193.51,2,0
1346,1346,45,2025-02-22,13.57,2,0
1934,1934,45,2025-02-22,2813.65,2,0
1965,1965,45,2025-02-22,595.36,2,0
2122,2122,45,2025-02-22,2459.55,2,0
2327,2327,45,2025-02-22,1087.25,2,0
2792,2792,45,2025-02-22,482.48,2,0
3296,3296,45,2025-02-22,38.06,2,0
4203,4203,45,2025-02-22,1294.81,2,0
4677,4677,45,2025-02-22,152.11,2,0
4948,4948,45,2025-02-22,3187.97,2,0
113,113,46,2025-02-22,9618.93,4,0
246,246,46,2025-02-22,3407.18,2,0
638,638,46,2025-02-22,616.72,2,0
2111,2111,46,2025-02-22,3252.58,2,0
2685,2685,46,2025-02-22,15.80,2,0
3805,3805,46,2025-02-22,43.32,2,0
632,632,47,2025-02-22,16221.89,4,0
2014,2014,47,2025-02-22,2627.74,2,0
2362,2362,47,2025-02-22,10.42,2,0
3319,3319,47,2025-02-22,1498.65,2,0
3636,3636,47,2025-02-22,3961.24,2,0
292,292,48,2025-02-22,101.15,2,0
970,970,48,2025-02-22,14443.02,2,0
1146,1146,48,2025-02-22,7682.40,2,0
1534,1534,48,2025-02-22,120.03,2,0
1765,1765,48,2025-02-22,57.54,2,0
2020,2020,48,2025-02-22,1875.28,2,0
2415,2415,48,2025-02-22,1842.20,2,0
3528,3528,48,2025-02-22,49.59,2,0
4080,4080,48,2025-02-22,8.04,2,0
4431,4431,48,2025-02-22,6339.98,2,0
4513,4513,48,2025-02-22,123.35,2,0
2091,2091,49,2025-02-22,21934.33,2,0
2488,2488,49,2025-02-22,5511.02,2,0
4372,4372,49,2025-02-22,1.20,2,0
4686,4686,49,2025-02-22,37.35,2,0
2035,2035,50,2025-02-22,10.31,2,0
2973,2973,50,2025-02-22,37.99,2,0
4684,4684,50,2025-02-22,4912.26,2,0
2503,2503,51,2025-02-22,3123.08,2,0
3556,3556,51,2025-02-22,12.67,2,0
3782,3782,51,2025-02-22,13566.21,2,0
4163,4163,51,2025-02-22,73.18,2,0
4709,4709,51,2025-02-22,96.89,2,0
2294,2294,52,2025-02-22,53.11,2,0
2582,2582,52,2025-02-22,1072.21,2,0
1747,1747,53,2025-02-22,3340.61,2,0
3627,3627,53,2025-02-22,1.18,2,0
4208,4208,53,2025-02-22,513.45,2,0
4363,4363,53,2025-02-22,3190.55,2,0
4671,4671,53,2025-02-22,4624.44,2,0
102,102,54,2025-02-22,1548.50,2,0
857,857,54,2025-02-22,18586.80,2,0
2435,2435,54,2025-02-22,3684.85,2,0
2470,2470,54,2025-02-22,223.17,2,0
2634,2634,54,2025-02-22,9316.54,2,0
2836,2836,54,2025-02-22,393.15,2,0
3112,3112,54,2025-02-22,1305.21,2,0
3276,3276,54,2025-02-22,5991.10,2,0
3318,3318,54,2025-02-22,825.12,2,0
359,359,55,2025-02-22,49.14,2,0
1260,1260,55,2025-02-22,5.33,2,0
2015,2015,55,2025-02-22,31.06,2,0
4085,4085,55,2025-02-22,16751.22,2,0
276,276,56,2025-02-22,4.74,2,0
655,655,56,2025-02-22,5233.80,4,0
983,983,56,2025-02-22,74.19,2,0
1434,1434,56,2025-02-22,842.92,2,0
1832,1832,56,2025-02-22,798.49,2,0
2051,2051,56,2025-02-22,10721.87,2,0
3022,3022,56,2025-02-22,16525.99,2,0
4520,4520,56,2025-02-22,6107.95,2,0
483,483,57,2025-02-22,47.37,2,0
541,541,57,2025-02-22,246.96,4,0
2960,2960,57,2025-02-22,6439.51,2,0
3075,3075,57,2025-02-22,9269.12,2,0
3981,3981,57,2025-02-22,257.07,2,0
4170,4170,57,2025-02-22,13.35,2,0
4891,4891,57,2025-02-22,3132.36,2,0
861,861,58,2025-02-22,51.36,2,0
953,953,58,2025-02-22,16390.45,2,0
1310,1310,58,2025-02-22,12839.36,2,0
1689,1689,58,2025-02-22,203.99,2,0
1783,1783,58,2025-02-22,677.39,2,0
2243,2243,58,2025-02-22,9078.62,2,0
2311,2311,58,2025-02-22,164.15,2,0
2558,2558,58,2025-02-22,23.41,2,0
3387,3387,58,2025-02-22,1505.64,2,0
3977,3977,58,2025-02-22,56.25,2,0
4376,4376,58,2025-02-22,126.34,2,0
4419,4419,58,2025-02-22,8231.50,2,0
4689,4689,58,2025-02-22,221.32,2,0
175,175,59,2025-02-22,2642.00,2,0
589,589,59,2025-02-22,7.13,2,0
1157,1157,60,2025-02-22,117.79,2,0
1797,1797,60,2025-02-22,92.40,2,0
3399,3399,60,2025-02-22,3525.00,2,0
441,441,61,2025-02-22,4900.33,2,0
495,495,61,2025-02-22,10424.22,2,0
749,749,61,2025-02-22,575.82,2,0
1179,1179,61,2025-02-22,9168.73,2,0
1258,1258,61,2025-02-22,10409.76,2,0
1591,1591,61,2025-02-22,4822.35,2,0
2152,2152,61,2025-02-22,26.13,2,0
2751,2751,61,2025-02-22,398.32,2,0
3062,3062,61,2025-02-22,86.07,2,0
3307,3307,61,2025-02-22,2184.16,2,0
4284,4284,61,2025-02-22,2716.74,2,0
975,975,62,2025-02-22,910.49,2,0
1224,1224,62,2025-02-22,5908.43,2,0
1898,1898,62,2025-02-22,9417.14,2,0
1928,1928,62,2025-02-22,328.79,2,0
2906,2906,62,2025-02-22,13.21,2,0
3029,3029,62,2025-02-22,29.51,2,0
3133,3133,62,2025-02-22,591.15,2,0
3930,3930,62,2025-02-22,54.17,2,0
4489,4489,62,2025-02-22,66.10,2,0
4508,4508,62,2025-02-22,2854.43,2,0
2,2,63,2025-02-22,640.25,2,0
588,588,63,2025-02-22,5132.26,2,0
699,699,63,2025-02-22,6760.73,2,0
865,865,63,2025-02-22,113.09,2,0
1393,1393,63,2025-02-22,1160.50,2,0
1986,1986,63,2025-02-22,3450.20,2,0
2638,2638,63,2025-02-22,2773.03,2,0
2895,2895,63,2025-02-22,504.37,2,0
2999,2999,63,2025-02-22,109.14,2,0
3714,3714,63,2025-02-22,1411.04,2,0
4649,4649,63,2025-02-22,9093.99,2,0
4796,4796,63,2025-02-22,5628.16,4,0
4831,4831,63,2025-02-22,1190.68,2,0
4914,4914,63,2025-02-22,1834.54,2,0
407,407,64,2025-02-22,1988.48,2,0
1097,1097,64,2025-02-22,1782.55,2,0
1269,1269,64,2025-02-22,109.48,2,0
1794,1794,64,2025-02-22,1737.95,2,0
1982,1982,64,2025-02-22,6019.42,2,0
2932,2932,64,2025-02-22,580.47,2,0
3633,3633,64,2025-02-22,1072.14,2,0
40,40,65,2025-02-22,480.79,2,0
604,604,65,2025-02-22,2235.64,2,0
651,651,65,2025-02-22,106.01,2,0
931,931,65,2025-02-22,523.44,2,0
2059,2059,65,2025-02-22,481.24,2,0
2689,2689,65,2025-02-22,898.05,2,0
3193,3193,65,2025-02-22,2276.45,2,0
3437,3437,65,2025-02-22,13824.43,2,0
4036,4036,65,2025-02-22,16486.10,4,0
869,869,66,2025-02-22,133.83,2,0
1451,1451,66,2025-02-22,74.83,2,0
1487,1487,66,2025-02-22,337.53,2,0
1658,1658,66,2025-02-22,8321.31,4,0
1938,1938,66,2025-02-22,105.83,2,0
2325,2325,66,2025-02-22,656.04,2,0
4323,4323,66,2025-02-22,3730.14,2,0
1168,1168,67,2025-02-22,183.44,2,0
1473,1473,67,2025-02-22,273.44,2,0
1665,1665,67,2025-02-22,12470.56,2,0
2383,2383,67,2025-02-22,1729.13,2,0
2452,2452,67,2025-02-22,5.90,2,0
2762,2762,67,2025-02-22,843.47,2,0
2787,2787,67,2025-02-22,1566.92,2,0
3417,3417,67,2025-02-22,6070.96,2,0
3901,3901,67,2025-02-22,1961.86,2,0
4017,4017,67,2025-02-22,12288.64,2,0
4488,4488,67,2025-02-22,643.18,2,0
4728,4728,67,2025-02-22,374.97,2,0
267,267,68,2025-02-22,15.38,2,0
390,390,68,2025-02-22,6484.76,2,0
654,654,68,2025-02-22,1824.42,2,0
917,917,68,2025-02-22,927.06,2,0
1615,1615,68,2025-02-22,245.13,2,0
2012,2012,68,2025-02-22,168.76,2,0
2449,2449,68,2025-02-22,1343.98,2,0
3699,3699,68,2025-02-22,1505.11,2,0
32,32,69,2025-02-22,1542.51,2,0
1611,1611,69,2025-02-22,976.68,2,0
2205,2205,69,2025-02-22,3212.32,2,0
2797,2797,69,2025-02-22,657.77,2,0
760,760,70,2025-02-22,628.91,2,0
1676,1676,70,2025-02-22,6059.90,2,0
3383,3383,70,2025-02-22,32.22,2,0
3998,3998,70,2025-02-22,2231.75,2,0
707,707,71,2025-02-22,421.48,2,0
923,923,71,2025-02-22,2.28,2,0
1263,1263,71,2025-02-22,2045.81,2,0
2281,2281,71,2025-02-22,353.56,2,0
2489,2489,71,2025-02-22,2067.65,2,0
3135,3135,71,2025-02-22,1128.45,2,0
84,84,72,2025-02-22,5029.29,2,0
886,886,72,2025-02-22,1037.12,2,0
1277,1277,72,2025-02-22,20939.93,4,0
1370,1370,72,2025-02-22,4032.74,2,0
1540,1540,72,2025-02-22,97.27,2,0
2231,2231,72,2025-02-22,21227.92,2,0
2459,2459,72,2025-02-22,2613.60,2,0
2780,2780,72,2025-02-22,1451.46,2,0
4307,4307,72,2025-02-22,1256.29,2,0
4314,4314,72,2025-02-22,5532.59,2,0
610,610,73,2025-02-22,1739.74,4,0
1465,1465,73,2025-02-22,7155.00,2,0
1532,1532,73,2025-02-22,7661.13,2,0
2703,2703,73,2025-02-22,8317.98,2,0
2736,2736,73,2025-02-22,663.73,2,0
3089,3089,73,2025-02-22,82.06,2,0
4920,4920,73,2025-02-22,7357.76,2,0
977,977,74,2025-02-22,4149.43,2,0
1843,1843,74,2025-02-22,1613.22,4,0
2060,2060,74,2025-02-22,19878.49,2,0
2073,2073,74,2025-02-22,160.06,4,0
2272,2272,74,2025-02-22,11631.01,2,0
2862,2862,74,2025-02-22,19684.78,2,0
2944,2944,74,2025-02-22,1394.34,2,0
4390,4390,74,2025-02-22,2750.56,2,0
4444,4444,74,2025-02-22,401.82,2,0
4652,4652,74,2025-02-22,2943.83,4,0
72,72,75,2025-02-22,4.11,2,0
1626,1626,75,2025-02-22,166.85,2,0
1694,1694,75,2025-02-22,328.35,2,0
2216,2216,75,2025-02-22,566.25,2,0
3453,3453,75,2025-02-22,2549.98,2,0
4421,4421,75,2025-02-22,6.77,2,0
77,77,76,2025-02-22,48.66,2,0
1379,1379,76,2025-02-22,1320.43,4,0
3810,3810,76,2025-02-22,90.01,2,0
394,394,77,2025-02-22,34.59,2,0
704,704,77,2025-02-22,263.22,2,0
705,705,77,2025-02-22,1530.24,2,0
1106,1106,77,2025-02-22,3035.93,2,0
1287,1287,77,2025-02-22,911.55,2,0
1311,1311,77,2025-02-22,87.30,2,0
1863,1863,77,2025-02-22,347.88,2,0
3683,3683,77,2025-02-22,1158.58,2,0
3870,3870,77,2025-02-22,1790.15,2,0
79,79,78,2025-02-22,3123.93,2,0
268,268,78,2025-02-22,1.12,2,0
399,399,78,2025-02-22,5028.88,2,0
1021,1021,78,2025-02-22,4.53,2,0
1175,1175,78,2025-02-22,22172.74,2,0
1815,1815,78,2025-02-22,3125.84,2,0
2783,2783,78,2025-02-22,745.48,2,0
3721,3721,78,2025-02-22,270.97,2,0
4249,4249,78,2025-02-22,6.94,2,0
4359,4359,78,2025-02-22,96.27,2,0
4799,4799,78,2025-02-22,4253.28,2,0
4809,4809,78,2025-02-22,75.05,2,0
872,872,79,2025-02-22,712.43,2,0
1187,1187,79,2025-02-22,1437.53,4,0
1762,1762,79,2025-02-22,110.90,4,0
2915,2915,79,2025-02-22,6291.32,2,0
621,621,80,2025-02-22,763.03,2,0
1373,1373,80,2025-02-22,9746.51,2,0
1401,1401,80,2025-02-22,523.22,2,0
1856,1856,80,2025-02-22,2454.72,2,0
1975,1975,80,2025-02-22,25.28,2,0
3725,3725,80,2025-02-22,215.75,2,0
4224,4224,80,2025-02-22,1902.86,2,0
4664,4664,80,2025-02-22,2304.10,2,0
1810,1810,81,2025-02-22,6120.90,2,0
1837,1837,81,2025-02-22,21269.21,4,0
2426,2426,81,2025-02-22,34.55,2,0
2917,2917,81,2025-02-22,706.32,2,0
2951,2951,81,2025-02-22,2394.25,2,0
3053,3053,81,2025-02-22,2265.06,2,0
3223,3223,81,2025-02-22,17230.47,2,0
3248,3248,81,2025-02-22,15714.68,2,0
4155,4155,81,2025-02-22,93.71,2,0
198,198,82,2025-02-22,2782.90,2,0
210,210,82,2025-02-22,423.56,2,0
1787,1787,82,2025-02-22,1281.17,2,0
1955,1955,82,2025-02-22,683.65,2,0
2300,2300,82,2025-02-22,3019.32,2,0
2358,2358,82,2025-02-22,26.44,2,0
2902,2902,82,2025-02-22,2632.94,2,0
3226,3226,82,2025-02-22,65.09,2,0
3278,3278,82,2025-02-22,2586.87,2,0
4272,4272,82,2025-02-22,889.35,4,0
1372,1372,83,2025-02-22,41.37,2,0
1854,1854,83,2025-02-22,580.16,2,0
1875,1875,83,2025-02-22,1633.28,2,0
2067,2067,83,2025-02-22,2043.27,2,0
2145,2145,83,2025-02-22,26.75,2,0
3921,3921,83,2025-02-22,1476.51,2,0
4081,4081,83,2025-02-22,11105.76,2,0
4393,4393,83,2025-02-22,734.95,2,0
89,89,84,2025-02-22,43.74,2,0
999,999,84,2025-02-22,145.43,2,0
1648,1648,84,2025-02-22,25.11,2,0
2830,2830,84,2025-02-22,80.80,2,0
4274,4274,84,2025-02-22,16123.33,4,0
4564,4564,84,2025-02-22,1570.00,2,0
4602,4602,84,2025-02-22,1254.79,2,0
1428,1428,85,2025-02-22,4860.60,2,0
1584,1584,85,2025-02-22,1006.77,2,0
2031,2031,85,2025-02-22,84.65,2,0
2889,2889,85,2025-02-22,5116.82,2,0
3194,3194,85,2025-02-22,94.88,2,0
3239,3239,85,2025-02-22,2151.21,2,0
4319,4319,85,2025-02-22,2121.55,2,0
269,269,86,2025-02-22,12145.33,2,0
1670,1670,86,2025-02-22,2549.63,2,0
3250,3250,86,2025-02-22,41.22,2,0
2761,2761,87,2025-02-22,318.89,2,0
2847,2847,87,2025-02-22,232.80,2,0
3006,3006,87,2025-02-22,372.24,2,0
3447,3447,87,2025-02-22,2673.54,4,0
3813,3813,87,2025-02-22,117.61,2,0
4668,4668,87,2025-02-22,17165.44,4,0
1327,1327,88,2025-02-22,1183.78,2,0
4198,4198,88,2025-02-22,412.77,2,0
4724,4724,88,2025-02-22,1834.31,2,0
948,948,89,2025-02-22,365.05,2,0
1304,1304,89,2025-02-22,45.73,2,0
2423,2423,89,2025-02-22,440.15,2,0
3044,3044,89,2025-02-22,171.94,4,0
3863,3863,89,2025-02-22,9620.10,2,0
4237,4237,89,2025-02-22,15449.89,2,0
4880,4880,89,2025-02-22,68.86,2,0
404,404,90,2025-02-22,3822.96,2,0
815,815,90,2025-02-22,1601.85,2,0
832,832,90,2025-02-22,9119.96,2,0
950,950,90,2025-02-22,1317.50,2,0
969,969,90,2025-02-22,435.60,4,0
1297,1297,90,2025-02-22,1408.75,2,0
1852,1852,90,2025-02-22,9474.28,2,0
2908,2908,90,2025-02-22,1118.55,2,0
2994,2994,90,2025-02-22,1932.48,2,0
3308,3308,90,2025-02-22,425.75,2,0
3964,3964,90,2025-02-22,294.46,4,0
4204,4204,90,2025-02-22,375.14,2,0
4989,4989,90,2025-02-22,3446.04,2,0
356,356,91,2025-02-22,4465.96,2,0
1482,1482,91,2025-02-22,462.01,2,0
1677,1677,91,2025-02-22,3514.80,4,0
2068,2068,91,2025-02-22,120.71,2,0
2175,2175,91,2025-02-22,2195.46,2,0
800,800,92,2025-02-22,7443.17,2,0
4238,4238,92,2025-02-22,194.39,2,0
4279,4279,92,2025-02-22,8414.52,4,0
4458,4458,92,2025-02-22,1232.28,2,0
4597,4597,92,2025-02-22,726.14,2,0
4995,4995,92,2025-02-22,46.01,2,0
457,457,93,2025-02-22,2897.27,2,0
772,772,93,2025-02-22,20.10,2,0
1340,1340,93,2025-02-22,100.63,2,0
1479,1479,93,2025-02-22,9957.80,2,0
1680,1680,93,2025-02-22,396.32,2,0
2541,2541,93,2025-02-22,132.33,2,0
2588,2588,93,2025-02-22,679.88,2,0
2734,2734,93,2025-02-22,11085.07,2,0
3548,3548,93,2025-02-22,2428.04,2,0
4067,4067,93,2025-02-22,20227.99,2,0
118,118,94,2025-02-22,7938.63,2,0
447,447,94,2025-02-22,127.14,2,0
548,548,94,2025-02-22,56.70,2,0
1861,1861,94,2025-02-22,144.97,2,0
2266,2266,94,2025-02-22,12191.20,2,0
2491,2491,94,2025-02-22,235.92,2,0
3882,3882,94,2025-02-22,1840.78,4,0
2207,2207,95,2025-02-22,52.49,2,0
2268,2268,95,2025-02-22,8518.45,2,0
2615,2615,95,2025-02-22,1051.29,2,0
877,877,96,2025-02-22,1489.66,2,0
1017,1017,96,2025-02-22,1867.75,4,0
1238,1238,96,2025-02-22,6896.60,2,0
1835,1835,96,2025-02-22,2179.00,2,0
2170,2170,96,2025-02-22,2870.41,2,0
2730,2730,96,2025-02-22,549.81,4,0
4297,4297,96,2025-02-22,3999.33,2,0
4487,4487,96,2025-02-22,35.64,2,0
4579,4579,96,2025-02-22,1973.27,2,0
4657,4657,96,2025-02-22,31.80,2,0
531,531,97,2025-02-22,9911.67,2,0
858,858,97,2025-02-22,2010.49,2,0
1630,1630,97,2025-02-22,1619.49,2,0
1756,1756,97,2025-02-22,25.78,2,0
3066,3066,97,2025-02-22,14.32,2,0
3356,3356,97,2025-02-22,607.56,2,0
825,825,98,2025-02-22,72.35,2,0
1109,1109,98,2025-02-22,30.99,2,0
1960,1960,98,2025-02-22,1105.11,4,0
2359,2359,98,2025-02-22,758.23,2,0
2386,2386,98,2025-02-22,108.21,2,0
2494,2494,98,2025-02-22,21324.74,2,0
4459,4459,98,2025-02-22,60.07,2,0
620,620,99,2025-02-22,649.32,2,0
1103,1103,99,2025-02-22,383.27,2,0
1395,1395,99,2025-02-22,8746.05,2,0
1582,1582,99,2025-02-22,2785.09,2,0
1669,1669,99,2025-02-22,822.00,2,0
3014,3014,99,2025-02-22,2684.38,2,0
3269,3269,99,2025-02-22,12.05,2,0
4012,4012,99,2025-02-22,2550.33,2,0
4184,4184,99,2025-02-22,5620.01,2,0
343,343,1,2025-02-21,3386.59,2,0
515,515,1,2025-02-21,7543.04,2,0
1315,1315,1,2025-02-21,924.89,2,0
2172,2172,1,2025-02-21,20713.23,2,0
2345,2345,1,2025-02-21,7813.99,2,0
3379,3379,1,2025-02-21,2826.76,2,0
4185,4185,1,2025-02-21,546.43,2,0
4701,4701,1,2025-02-21,22982.48,2,0
576,576,2,2025-02-21,71.21,2,0
2643,2643,2,2025-02-21,9501.34,2,0
2800,2800,2,2025-02-21,396.47,2,0
3229,3229,2,2025-02-21,129.57,2,0
4308,4308,2,2025-02-21,3151.30,2,0
2049,2049,3,2025-02-21,104.75,2,0
2610,2610,3,2025-02-21,358.38,2,0
3532,3532,3,2025-02-21,2606.52,2,0
3814,3814,3,2025-02-21,40.58,2,0
3922,3922,3,2025-02-21,105.20,4,0
4113,4113,3,2025-02-21,34.74,2,0
4135,4135,3,2025-02-21,50.88,2,0
893,893,4,2025-02-21,42.12,2,0
3484,3484,4,2025-02-21,572.15,2,0
3821,3821,4,2025-02-21,112.82,2,0
4183,4183,4,2025-02-21,6212.41,2,0
4186,4186,4,2025-02-21,12.45,2,0
25,25,5,2025-02-21,1669.43,2,0
478,478,5,2025-02-21,3846.98,4,0
2739,2739,5,2025-02-21,3991.11,2,0
3143,3143,5,2025-02-21,1816.37,2,0
4655,4655,5,2025-02-21,17.77,2,0
4682,4682,5,2025-02-21,104.53,2,0
4817,4817,5,2025-02-21,163.65,2,0
4954,4954,5,2025-02-21,229.63,2,0
1077,1077,6,2025-02-21,84.12,2,0
1295,1295,6,2025-02-21,2990.90,2,0
1347,1347,6,2025-02-21,765.54,2,0
1512,1512,6,2025-02-21,5402.89,2,0
1683,1683,6,2025-02-21,3100.03,2,0
2543,2543,6,2025-02-21,12402.73,2,0
2743,2743,6,2025-02-21,3840.07,2,0
322,322,7,2025-02-21,2732.46,2,0
755,755,7,2025-02-21,9462.25,2,0
2192,2192,7,2025-02-21,1434.03,2,0
3663,3663,7,2025-02-21,292.42,2,0
4455,4455,7,2025-02-21,3973.62,2,0
738,738,8,2025-02-21,2390.55,2,0
928,928,8,2025-02-21,245.61,2,0
1357,1357,8,2025-02-21,651.65,2,0
1494,1494,8,2025-02-21,1748.45,2,0
2202,2202,8,2025-02-21,512.69,2,0
3476,3476,8,2025-02-21,491.25,2,0
3617,3617,8,2025-02-21,701.98,2,0
3916,3916,8,2025-02-21,169.16,2,0
4497,4497,8,2025-02-21,18767.26,2,0
637,637,9,2025-02-21,1670.45,2,0
742,742,9,2025-02-21,107.36,2,0
1036,1036,9,2025-02-21,9075.54,2,0
2958,2958,9,2025-02-21,632.15,2,0
3137,3137,9,2025-02-21,21396.40,4,0
3175,3175,9,2025-02-21,606.50,2,0
3630,3630,9,2025-02-21,11581.88,2,0
3875,3875,9,2025-02-21,18.92,2,0
354,354,10,2025-02-21,86.15,2,0
645,645,10,2025-02-21,1445.91,2,0
1034,1034,10,2025-02-21,9342.43,6,0
1924,1924,10,2025-02-21,1488.77,2,0
1927,1927,10,2025-02-21,3250.16,2,0
4347,4347,10,2025-02-21,1524.41,2,0
4640,4640,10,2025-02-21,9218.43,2,0
123,123,11,2025-02-21,11886.63,2,0
225,225,11,2025-02-21,704.39,2,0
431,431,11,2025-02-21,3873.53,2,0
